"snl_id","primary_commodity"
"67231","Gold"
"70000","Coal"
"25077","Gold"
"66614","Gold"
"25218","Copper"
"57677","Copper"
"67818","Gold"
"67345","Molybdenum"
"58375","Manganese"
"28152","Gold"
"26991","Gold"
"41431","Coal"
"24869","Zinc"
"66939","Manganese"
"49760","Coal"
"40495","Coal"
"68666","Coal"
"62015","Gold"
"84061","Gold"
"57037","Copper"
"65713","Coal"
"68928","Coal"
"65712","Coal"
"75510","Cobalt"
"66598","Copper"
"32577","Diamonds"
"63501","Gold"
"53465","Platinum"
"65837","Copper"
"75971","Copper"
"56163","Copper"
"27658","Zinc"
"31996","Diamonds"
"33174","Diamonds"
"84005","Vanadium"
"66082","Silver"
"68511","Coal"
"50207","Gold"
"61140","Gold"
"51673","Coal"
"69460","Coal"
"68789","Coal"
"69454","Coal"
"34957","U3O8"
"28829","Gold"
"67523","Molybdenum"
"54646","Silver"
"58452","Lanthanides"
"26110","Gold"
"24510","Copper"
"25037","Silver"
"29752","Zinc"
"29471","Copper"
"66279","Manganese"
"60872","Gold"
"27963","Gold"
"66639","Lanthanides"
"59362","Gold"
"24715","Gold"
"28843","Zinc"
"25591","Silver"
"52722","Ilmenite"
"65157","Lanthanides"
"52254","U3O8"
"36846","Gold"
"27769","Gold"
"24540","Gold"
"59343","Tungsten"
"70732","Gold"
"65794","Gold"
"65788","Copper"
"40803","Copper"
"57126","Zinc"
"41713","Coal"
"56349","Gold"
"41845","Potash"
"64119","Gold"
"60249","Nickel"
"84175","Tungsten"
"35108","U3O8"
"55137","U3O8"
"41069","Coal"
"34282","Diamonds"
"28869","Copper"
"25396","Gold"
"31319","Platinum"
"36029","Zinc"
"27901","Nickel"
"35046","U3O8"
"51285","U3O8"
"67936","U3O8"
"70276","Coal"
"25320","Gold"
"33913","Nickel"
"57885","Bauxite"
"26541","Gold"
"64605","Coal"
"53716","Platinum"
"66493","Gold"
"70712","Rutile"
"31460","Copper"
"50270","Gold"
"64103","Gold"
"39747","U3O8"
"39516","Coal"
"38658","Iron Ore"
"39899","Iron Ore"
"60564","Copper"
"25907","Gold"
"24611","Silver"
"29702","Gold"
"50054","Gold"
"40660","Coal"
"37958","Lithium"
"50140","Gold"
"28155","Gold"
"54207","Coal"
"68833","Coal"
"26532","Gold"
"68852","Coal"
"54458","Gold"
"66752","Gold"
"76808","Copper"
"52720","Gold"
"31048","Gold"
"27213","Nickel"
"58140","Nickel"
"75642","Nickel"
"78241","Lithium"
"56783","U3O8"
"28444","Zinc"
"36764","Gold"
"36288","Gold"
"38725","Gold"
"67366","Gold"
"29987","Gold"
"57180","Gold"
"62257","U3O8"
"31415","Diamonds"
"31891","Diamonds"
"34290","Diamonds"
"53768","Diamonds"
"79246","Lithium"
"56021","Phosphate"
"27229","Gold"
"28132","Gold"
"31176","Platinum"
"59454","Potash"
"56034","Phosphate"
"68391","Phosphate"
"25194","Gold"
"28082","Copper"
"33485","Diamonds"
"25154","Copper"
"53045","Coal"
"27382","Nickel"
"60574","Copper"
"66580","Gold"
"58074","Iron Ore"
"64660","Gold"
"26890","Gold"
"67595","U3O8"
"25344","Silver"
"28618","Copper"
"55848","Gold"
"60329","Copper"
"64800","Copper"
"29198","Copper"
"60587","Gold"
"33193","Diamonds"
"57570","U3O8"
"25589","Gold"
"31306","Gold"
"56506","Zinc"
"64491","Gold"
"40618","Coal"
"76028","Phosphate"
"35946","Zinc"
"53451","Gold"
"56578","Tungsten"
"34023","Zinc"
"26353","Gold"
"34188","Gold"
"57647","Tungsten"
"64256","Gold"
"56328","Gold"
"64520","Gold"
"24494","Copper"
"31013","Gold"
"56600","Platinum"
"26382","Gold"
"37345","Phosphate"
"56647","U3O8"
"57023","U3O8"
"60563","Gold"
"61147","Copper"
"83691","Iron Ore"
"38888","Gold"
"26912","Gold"
"49817","Gold"
"36057","U3O8"
"35394","Copper"
"34887","U3O8"
"70088","Coal"
"61126","Copper"
"84182","Gold"
"80170","Gold"
"25984","Gold"
"67071","Gold"
"24794","Silver"
"70084","Coal"
"70085","Coal"
"64994","Gold"
"63072","Silver"
"70840","Nickel"
"54675","Nickel"
"31786","Zinc"
"56137","U3O8"
"56193","Tungsten"
"60693","Coal"
"67495","Gold"
"68139","Gold"
"37315","Lithium"
"39455","Coal"
"54722","Gold"
"64372","Copper"
"59337","Platinum"
"26050","Nickel"
"62772","Gold"
"35283","Diamonds"
"38317","Coal"
"59534","Nickel"
"66121","Copper"
"31459","Copper"
"54014","Nickel"
"36729","Zinc"
"54009","Gold"
"61959","Copper"
"64774","Gold"
"61741","Coal"
"33910","Gold"
"59554","Copper"
"32888","Iron Ore"
"53027","Gold"
"65917","Manganese"
"34918","U3O8"
"52627","Gold"
"63067","Lead"
"41904","Copper"
"70099","Coal"
"81759","Lithium"
"29853","Zinc"
"39133","Coal"
"39127","Coal"
"54148","Gold"
"26099","Gold"
"60310","Copper"
"50228","Gold"
"50956","Copper"
"34652","U3O8"
"58005","Diamonds"
"60214","Diamonds"
"49491","Gold"
"35428","Copper"
"24606","Gold"
"31574","Diamonds"
"65919","Gold"
"53709","Gold"
"29228","Gold"
"27041","Gold"
"32438","Diamonds"
"57223","Gold"
"39581","Iron Ore"
"66872","Gold"
"50757","Nickel"
"50847","Nickel"
"50955","Nickel"
"52714","Gold"
"63686","Gold"
"65547","Gold"
"66286","Nickel"
"67157","Nickel"
"67493","Nickel"
"67716","Nickel"
"70737","Copper"
"81554","Nickel"
"83806","Nickel"
"66318","Nickel"
"50846","Nickel"
"59573","Gold"
"67926","Nickel"
"83308","Copper"
"66271","Copper"
"68193","Nickel"
"60949","Platinum"
"65675","Gold"
"51778","Coal"
"70125","Coal"
"70869","Coal"
"70117","Coal"
"70116","Coal"
"70118","Coal"
"70119","Coal"
"70120","Coal"
"70121","Coal"
"70124","Coal"
"78663","Gold"
"28999","Gold"
"26701","Gold"
"57770","Gold"
"34158","Diamonds"
"64867","Gold"
"60254","Copper"
"31463","Gold"
"38250","Gold"
"26845","Gold"
"81604","Diamonds"
"60180","Gold"
"41168","Coal"
"58053","Coal"
"68469","Coal"
"32152","Gold"
"25231","Gold"
"41349","Coal"
"41361","Coal"
"41357","Coal"
"26737","Gold"
"63202","Nickel"
"68621","Coal"
"32271","Diamonds"
"36128","Molybdenum"
"63985","Silver"
"50125","Gold"
"60862","Copper"
"57454","Gold"
"54688","Nickel"
"40848","Coal"
"57831","Gold"
"26566","Silver"
"58032","Gold"
"55352","Copper"
"63740","Gold"
"40474","Iron Ore"
"27731","Copper"
"24764","Zinc"
"57623","Gold"
"54357","Copper"
"41335","Coal"
"62576","Bauxite"
"29866","Copper"
"56258","Silver"
"79114","Copper"
"26412","Gold"
"70781","Copper"
"35688","Copper"
"31329","Gold"
"37030","Copper"
"41016","U3O8"
"56495","U3O8"
"26283","Gold"
"25200","Gold"
"31338","Diamonds"
"24609","Gold"
"51187","Copper"
"56427","Gold"
"65868","Gold"
"32917","Copper"
"80771","Gold"
"66156","Gold"
"76283","Gold"
"34258","Platinum"
"68773","Coal"
"56154","Copper"
"69107","Coal"
"57065","Copper"
"65563","Gold"
"32796","Gold"
"62765","U3O8"
"33920","Diamonds"
"24435","Gold"
"63340","Gold"
"76675","Silver"
"40208","Molybdenum"
"32654","Diamonds"
"51280","Coal"
"61024","Iron Ore"
"69808","Coal"
"53858","Gold"
"64214","Nickel"
"68227","Gold"
"83365","Iron Ore"
"52185","Coal"
"68395","Chromite"
"37248","Nickel"
"37649","Nickel"
"63455","Coal"
"37583","Lanthanides"
"82857","Nickel"
"84555","Iron Ore"
"82981","Gold"
"31649","Copper"
"82594","Iron Ore"
"58604","Gold"
"57076","U3O8"
"69789","Coal"
"58605","Gold"
"60629","Lithium"
"63597","Copper"
"58606","Gold"
"82126","Iron Ore"
"76596","Heavy Mineral Sands"
"36350","Gold"
"58607","Gold"
"69779","Coal"
"66224","Graphite"
"28136","Copper"
"28762","Gold"
"33693","Gold"
"40854","Coal"
"54599","Gold"
"82602","Iron Ore"
"82079","Iron Ore"
"82077","Iron Ore"
"83043","Iron Ore"
"35814","U3O8"
"36768","Iron Ore"
"59530","Vanadium"
"33320","Silver"
"58609","Gold"
"82213","Iron Ore"
"38525","Gold"
"81248","Copper"
"82145","Iron Ore"
"83038","Iron Ore"
"61733","U3O8"
"36035","Gold"
"53839","Diamonds"
"33768","Gold"
"28037","Copper"
"67977","Gold"
"25044","Gold"
"36239","Diamonds"
"41013","Iron Ore"
"32821","Diamonds"
"28023","Copper"
"26040","Gold"
"84464","Gold"
"25664","Gold"
"65969","Vanadium"
"67348","Gold"
"78318","Vanadium"
"41641","Gold"
"78259","Lithium"
"26986","Gold"
"32787","Copper"
"31435","Copper"
"30555","Copper"
"28861","Gold"
"56917","Bauxite"
"36622","U3O8"
"58610","Gold"
"60944","Silver"
"65965","Gold"
"56528","Copper"
"83134","Nickel"
"68358","Bauxite"
"30136","Gold"
"32860","Copper"
"69065","Coal"
"26896","Gold"
"39270","Gold"
"27809","Nickel"
"61110","Gold"
"69030","Coal"
"31122","Diamonds"
"49992","Copper"
"60503","Copper"
"65201","Copper"
"28092","Copper"
"38555","Lithium"
"37089","Lanthanides"
"65815","Gold"
"58611","Gold"
"53013","Coal"
"27648","Copper"
"31252","Gold"
"70484","Gold"
"25488","Silver"
"30611","Copper"
"36525","Iron Ore"
"60704","Gold"
"39437","Coal"
"41978","Coal"
"41237","Coal"
"63942","Gold"
"40850","Coal"
"40467","Coal"
"33397","Copper"
"66118","Lanthanides"
"38329","Iron Ore"
"36690","Copper"
"34131","Copper"
"29767","Copper"
"67563","Copper"
"38107","Lanthanides"
"65715","Coal"
"67029","Gold"
"67139","Gold"
"65650","Silver"
"34387","Diamonds"
"66888","Copper"
"36794","Gold"
"26584","Zinc"
"33723","Platinum"
"62383","Tungsten"
"76583","Copper"
"27706","Copper"
"57153","Gold"
"34503","Diamonds"
"39475","Coal"
"35062","U3O8"
"25616","Gold"
"58612","Gold"
"60710","Zinc"
"61149","Copper"
"79993","Coal"
"59718","Lanthanides"
"65967","Gold"
"67430","Nickel"
"37418","Copper"
"57635","U3O8"
"30044","Copper"
"50751","Copper"
"34965","U3O8"
"30903","Diamonds"
"68932","Coal"
"33323","Copper"
"70538","Chromite"
"27287","Zinc"
"50922","Gold"
"34476","Gold"
"75537","Gold"
"26897","Gold"
"61593","Gold"
"32759","Gold"
"31079","Gold"
"31980","Iron Ore"
"53598","Bauxite"
"36155","Copper"
"54606","Gold"
"33379","Diamonds"
"25823","Zinc"
"38306","Zinc"
"40858","Coal"
"54545","Diamonds"
"55589","Gold"
"33612","Molybdenum"
"64252","Iron Ore"
"41638","Coal"
"58613","Gold"
"82218","Iron Ore"
"33548","Gold"
"56477","Diamonds"
"76807","Gold"
"40281","Gold"
"53290","Diamonds"
"67035","Phosphate"
"67757","Coal"
"30361","Gold"
"64046","Copper"
"38475","Lanthanides"
"28859","Gold"
"58117","Gold"
"38231","Copper"
"36073","Silver"
"69863","Coal"
"58614","Gold"
"68398","Iron Ore"
"58615","Gold"
"31650","Zinc"
"33253","Gold"
"54977","Gold"
"40002","Coal"
"32764","Gold"
"58616","Gold"
"51162","Coal"
"69829","Coal"
"56115","Gold"
"58617","Gold"
"32781","Gold"
"39243","Phosphate"
"36826","Gold"
"55553","Gold"
"30398","Gold"
"84079","Bauxite"
"69619","Coal"
"69909","Iron Ore"
"30920","Gold"
"69807","Coal"
"84106","Ilmenite"
"32551","Platinum"
"80188","Graphite"
"32159","Iron Ore"
"65853","Gold"
"65931","Gold"
"39801","Copper"
"38982","Gold"
"65367","Gold"
"34687","Platinum"
"53530","Gold"
"33136","Gold"
"50495","Gold"
"52839","Gold"
"52878","Gold"
"59724","Gold"
"78560","Gold"
"57135","Gold"
"65591","Graphite"
"62902","Gold"
"34925","U3O8"
"55728","Lanthanides"
"56984","U3O8"
"25580","Gold"
"78488","Coal"
"81415","Coal"
"29220","Copper"
"70377","Gold"
"62638","Copper"
"57774","Copper"
"33694","Iron Ore"
"57820","Iron Ore"
"66379","Gold"
"34255","Nickel"
"41478","Coal"
"52885","Gold"
"32499","Gold"
"34202","Zinc"
"29632","Zinc"
"53934","Gold"
"26979","Gold"
"82553","Gold"
"38631","Gold"
"55997","U3O8"
"76314","Gold"
"50090","Coal"
"31254","Zinc"
"35344","U3O8"
"35123","U3O8"
"53949","Coal"
"54345","Lead"
"63315","Gold"
"70589","Copper"
"78175","Lithium"
"30003","Gold"
"31233","Gold"
"26219","Copper"
"66132","Vanadium"
"66196","Gold"
"66352","Copper"
"65784","Bauxite"
"57010","Gold"
"25045","Nickel"
"38815","U3O8"
"39134","Coal"
"51064","U3O8"
"57232","Zinc"
"64801","Lanthanides"
"50733","Coal"
"56491","Coal"
"56492","Coal"
"33533","Gold"
"70657","Tin"
"38797","Coal"
"77049","Graphite"
"49562","Copper"
"34151","Gold"
"57251","Zinc"
"63432","Gold"
"31488","Silver"
"55651","Gold"
"35164","Diamonds"
"35640","Iron Ore"
"37602","Iron Ore"
"33875","Copper"
"68399","Phosphate"
"33053","Diamonds"
"55142","Molybdenum"
"35454","U3O8"
"30981","Zinc"
"41194","Coal"
"57762","Copper"
"49758","Coal"
"31088","Nickel"
"41341","Coal"
"83430","Coal"
"26630","Gold"
"30129","Gold"
"55267","Gold"
"65161","Gold"
"67691","Iron Ore"
"78589","Gold"
"67203","Rutile"
"33287","Diamonds"
"64391","Gold"
"49790","Coal"
"62053","Gold"
"33410","Diamonds"
"50627","Copper"
"62444","U3O8"
"62096","Copper"
"69518","Coal"
"41651","Coal"
"52556","Coal"
"84332","Silver"
"41851","Gold"
"58996","Gold"
"32147","Nickel"
"26548","Gold"
"27876","Copper"
"26646","Copper"
"34913","Gold"
"58618","Gold"
"50910","Gold"
"60169","Gold"
"54642","Nickel"
"66881","Gold"
"32858","Copper"
"79887","U3O8"
"31878","Platinum"
"28046","Gold"
"53047","Gold"
"54455","Gold"
"54491","Gold"
"64237","Gold"
"30323","Gold"
"56934","U3O8"
"35741","Tin"
"65669","Gold"
"29952","Gold"
"62255","Gold"
"61505","Gold"
"52831","Coal"
"49641","Coal"
"31793","Diamonds"
"55381","Molybdenum"
"39327","Lead"
"31103","Zinc"
"40963","Coal"
"67265","Gold"
"77055","Lithium"
"61063","Gold"
"39746","Iron Ore"
"40839","Copper"
"28539","Gold"
"37855","Diamonds"
"70479","Coal"
"54627","Coal"
"50951","U3O8"
"68904","Coal"
"81587","Palladium"
"68861","Coal"
"66356","Silver"
"63782","Tungsten"
"54989","Gold"
"37331","Phosphate"
"51295","Coal"
"32806","Copper"
"27712","Copper"
"28241","Copper"
"58199","Gold"
"68857","Coal"
"30447","Zinc"
"35017","Lanthanides"
"24523","Gold"
"34121","Gold"
"28683","Gold"
"34783","U3O8"
"35580","Silver"
"38671","Gold"
"34172","Gold"
"57055","Gold"
"53728","Gold"
"39374","Lithium"
"79152","Lithium"
"67083","Gold"
"61969","Copper"
"57353","Phosphate"
"53971","Lanthanides"
"27445","Gold"
"70552","Gold"
"65048","Coal"
"66997","Copper"
"32434","Gold"
"38244","Zinc"
"53785","Gold"
"56775","Copper"
"27063","Gold"
"50660","Coal"
"57925","Molybdenum"
"69152","Coal"
"50279","Coal"
"68727","Coal"
"41873","Coal"
"30835","Gold"
"41642","Coal"
"61097","Coal"
"55897","Gold"
"28865","Copper"
"65798","Graphite"
"70334","Copper"
"41089","Coal"
"63142","Tin"
"54905","Gold"
"35876","Gold"
"31643","Diamonds"
"39164","Nickel"
"53996","Gold"
"57934","Gold"
"80123","Copper"
"40784","Iron Ore"
"31154","Zinc"
"60228","U3O8"
"60268","Gold"
"54289","Copper"
"54040","Tantalum"
"57687","Nickel"
"66434","Gold"
"54342","Platinum"
"27328","Gold"
"69473","Coal"
"32511","Tantalum"
"37662","Copper"
"58069","Bauxite"
"25742","Copper"
"65739","Gold"
"59067","Gold"
"27552","Gold"
"33502","Gold"
"32576","Diamonds"
"57205","Vanadium"
"32993","Diamonds"
"26577","Copper"
"58148","Coal"
"68897","Coal"
"81565","Gold"
"68896","Coal"
"76093","Copper"
"81801","Gold"
"38588","Coal"
"67918","Nickel"
"38589","Coal"
"37750","Gold"
"40507","Iron Ore"
"40503","Iron Ore"
"35241","Gold"
"39725","Gold"
"63867","Gold"
"65024","Gold"
"70215","Coal"
"70216","Coal"
"27607","Gold"
"53284","Gold"
"61967","Nickel"
"40552","Iron Ore"
"31005","Tin"
"67406","Tungsten"
"29085","Gold"
"25180","Silver"
"67108","Copper"
"25752","Gold"
"59473","Coal"
"54984","Gold"
"61501","Gold"
"57504","Copper"
"66468","Gold"
"26563","Gold"
"50550","Coal"
"54915","Iron Ore"
"59806","Manganese"
"60270","Gold"
"59995","Gold"
"31441","Platinum"
"51382","Coal"
"58975","Gold"
"53583","Gold"
"24652","Silver"
"59006","Gold"
"24668","Gold"
"25370","Gold"
"78629","Gold"
"83966","Gold"
"56615","Copper"
"61995","Potash"
"61082","Tantalum"
"31524","Gold"
"29492","Gold"
"59955","Lanthanides"
"27224","Platinum"
"59188","Coal"
"63242","Ilmenite"
"64743","Coal"
"59521","Gold"
"49768","Coal"
"62678","U3O8"
"76234","Copper"
"27621","Copper"
"64314","Copper"
"70249","Coal"
"50785","Gold"
"50400","Coal"
"54691","Copper"
"63355","Gold"
"59480","Gold"
"26652","Gold"
"27337","Copper"
"31125","Gold"
"37932","Copper"
"53799","Gold"
"59443","Gold"
"53328","Gold"
"61929","Molybdenum"
"24801","Copper"
"35628","Iron Ore"
"37547","Cobalt"
"25237","Gold"
"38121","Gold"
"30070","Nickel"
"58105","Manganese"
"55168","Molybdenum"
"38094","Gold"
"54708","Gold"
"81536","Gold"
"52852","Gold"
"64527","Coal"
"57272","Nickel"
"61983","Silver"
"58278","Nickel"
"56029","Gold"
"28468","Gold"
"41288","Coal"
"53146","Coal"
"24753","Nickel"
"29386","Gold"
"39311","Copper"
"34203","Gold"
"57666","Coal"
"53680","Graphite"
"38493","Coal"
"84312","Vanadium"
"53780","Gold"
"55442","Gold"
"63636","Gold"
"38864","Coal"
"27105","Gold"
"40398","Phosphate"
"65836","Copper"
"75575","Coal"
"55656","U3O8"
"62944","Coal"
"35908","Zinc"
"57345","Iron Ore"
"32427","Gold"
"40668","Coal"
"31871","Platinum"
"75806","Graphite"
"30423","Gold"
"53006","Gold"
"75720","Gold"
"49886","Gold"
"57171","Copper"
"34295","Gold"
"69994","Coal"
"24524","Gold"
"25227","Gold"
"67871","Gold"
"38963","Coal"
"28478","Gold"
"62288","Gold"
"35003","Iron Ore"
"41306","Coal"
"58279","Nickel"
"49675","Coal"
"35129","Diamonds"
"32536","Gold"
"66051","Copper"
"27647","Copper"
"34133","Gold"
"27275","Gold"
"57722","Cobalt"
"54850","Copper"
"40550","Iron Ore"
"62920","Gold"
"57206","Molybdenum"
"60725","Gold"
"55090","Copper"
"33445","Diamonds"
"70731","Gold"
"64135","Lead"
"70865","Copper"
"32319","Gold"
"59679","Gold"
"62135","Gold"
"80201","Cobalt"
"30615","Gold"
"69502","Coal"
"35142","U3O8"
"54617","Copper"
"29437","Gold"
"67756","Copper"
"29840","Zinc"
"54889","Copper"
"59760","Gold"
"66934","Nickel"
"31885","Diamonds"
"38607","Lithium"
"70387","Diamonds"
"38335","Coal"
"56330","Diamonds"
"31847","Diamonds"
"32355","Diamonds"
"38260","Coal"
"38664","Lanthanides"
"33318","Diamonds"
"24757","Gold"
"42025","Iron Ore"
"61940","U3O8"
"54587","Gold"
"65609","Gold"
"40844","Nickel"
"24495","Zinc"
"50116","Gold"
"55804","Gold"
"29905","Gold"
"36214","Copper"
"24704","Gold"
"25172","Gold"
"34081","Gold"
"53211","Gold"
"78448","Gold"
"53508","Gold"
"29771","Gold"
"25476","Gold"
"25524","Gold"
"54354","Gold"
"60073","Gold"
"60372","Gold"
"26339","Gold"
"53891","Gold"
"54518","Gold"
"60593","Gold"
"56391","Gold"
"25837","Gold"
"53958","Gold"
"79844","Gold"
"53859","Gold"
"53981","Gold"
"25547","Gold"
"80192","Gold"
"24542","Gold"
"64058","Gold"
"27930","Gold"
"25605","Gold"
"32541","Gold"
"61324","Gold"
"25404","Silver"
"26411","Gold"
"50197","Gold"
"78180","Gold"
"54220","Gold"
"25352","Gold"
"24484","Gold"
"30459","Gold"
"51033","Gold"
"29896","Gold"
"37238","Gold"
"53990","Gold"
"27109","Gold"
"24651","Gold"
"27197","Gold"
"27699","Gold"
"27760","Gold"
"29542","Gold"
"35653","Molybdenum"
"53938","Gold"
"56087","Gold"
"56157","Copper"
"56730","Gold"
"59361","Gold"
"60421","Gold"
"60956","Gold"
"66846","Gold"
"24766","Gold"
"26596","Gold"
"66618","Gold"
"84285","Gold"
"54544","Gold"
"61958","Copper"
"63552","Copper"
"59853","Gold"
"26604","Gold"
"54045","Copper"
"24930","Gold"
"36468","Copper"
"60279","Coal"
"79108","Gold"
"25367","Gold"
"66237","Gold"
"82031","Iron Ore"
"26330","Gold"
"32871","Gold"
"70532","Gold"
"58397","Gold"
"25060","Gold"
"60965","Gold"
"39530","Gold"
"53967","Gold"
"62265","Gold"
"24588","Gold"
"54245","Gold"
"57745","Gold"
"84168","Gold"
"24822","Gold"
"83844","Gold"
"53672","Gold"
"70661","Gold"
"25175","Gold"
"26808","Gold"
"51967","Gold"
"54263","Gold"
"29100","Gold"
"30202","Gold"
"36539","Gold"
"28883","Gold"
"79265","Gold"
"25563","Gold"
"53929","Gold"
"58454","Gold"
"25321","Gold"
"27061","Gold"
"35706","Gold"
"36917","Gold"
"82004","Gold"
"24781","Gold"
"81970","Gold"
"50578","Gold"
"65449","Gold"
"30293","Gold"
"36608","Gold"
"37675","Gold"
"64271","Gold"
"28806","Gold"
"29541","Gold"
"53560","Gold"
"58386","Gold"
"26886","Gold"
"26425","Gold"
"25881","Gold"
"53621","Gold"
"41600","Gold"
"79979","Gold"
"56058","Gold"
"64011","Gold"
"59717","Gold"
"65339","Gold"
"27766","Gold"
"25285","Gold"
"83327","Gold"
"24705","Gold"
"38652","Gold"
"53212","Gold"
"25991","Gold"
"65429","Gold"
"54185","Gold"
"51018","Gold"
"56826","Gold"
"40170","Gold"
"25141","Gold"
"40902","Gold"
"25457","Gold"
"83624","Gold"
"29963","Gold"
"58058","Zinc"
"52829","Gold"
"53772","Gold"
"53303","Gold"
"25618","Gold"
"80014","Gold"
"27057","Gold"
"30681","Gold"
"25027","Gold"
"24971","Gold"
"26658","Gold"
"29393","Gold"
"34046","Gold"
"52154","U3O8"
"56548","Gold"
"65628","Gold"
"66425","Gold"
"64431","Gold"
"52913","Gold"
"70755","Gold"
"59536","Gold"
"25343","Gold"
"28599","Gold"
"29543","Gold"
"30183","Gold"
"83782","Graphite"
"24496","Silver"
"25806","Gold"
"66360","Gold"
"25685","Copper"
"64003","Graphite"
"53841","Gold"
"62152","Gold"
"53365","Gold"
"29163","Gold"
"28636","Gold"
"40809","Gold"
"32766","Gold"
"25337","Gold"
"25294","Gold"
"29331","Gold"
"59634","Gold"
"70663","Gold"
"54462","Gold"
"33417","Gold"
"25648","Silver"
"50138","Copper"
"56019","Gold"
"66200","Gold"
"30333","Gold"
"27515","Gold"
"81402","Gold"
"28312","Gold"
"56650","Gold"
"25241","Gold"
"26587","Gold"
"34521","Gold"
"40481","Gold"
"80961","Gold"
"33422","Gold"
"78233","Gold"
"30725","Gold"
"36084","Gold"
"78698","Gold"
"25911","Gold"
"38563","Gold"
"33621","Gold"
"53488","Gold"
"53413","Gold"
"30563","Gold"
"61664","Gold"
"64165","Gold"
"29000","Gold"
"65611","Gold"
"65612","Gold"
"32501","Gold"
"24974","Gold"
"27765","Gold"
"55713","Gold"
"55501","Gold"
"24768","Gold"
"53484","Gold"
"66034","Gold"
"28977","Gold"
"31051","Gold"
"32619","Nickel"
"27884","Gold"
"80260","Zinc"
"25866","Gold"
"70652","Gold"
"24466","Gold"
"26674","Gold"
"29603","Gold"
"64234","Gold"
"25348","Gold"
"67534","Gold"
"56505","Gold"
"66506","Copper"
"53472","Gold"
"70425","Gold"
"55815","Gold"
"30527","Gold"
"53579","Gold"
"59824","Gold"
"67380","Gold"
"27575","Gold"
"24433","Gold"
"25022","Gold"
"26253","Gold"
"76186","Gold"
"56130","Gold"
"30815","Gold"
"55497","Gold"
"56231","Gold"
"26488","Gold"
"29020","Gold"
"36230","Nickel"
"55517","Gold"
"52672","Gold"
"30644","Gold"
"27594","Gold"
"29412","Gold"
"24958","Gold"
"54854","Gold"
"25234","Gold"
"26093","Gold"
"26006","Gold"
"53602","Gold"
"24515","Gold"
"24899","Gold"
"24936","Gold"
"25420","Gold"
"34304","Gold"
"81337","Gold"
"38750","Gold"
"26328","Gold"
"59577","Gold"
"26267","Gold"
"28213","Gold"
"34301","Diamonds"
"34780","Zinc"
"75617","Gold"
"53764","Gold"
"26070","Gold"
"60428","Gold"
"60557","Gold"
"77082","Gold"
"66549","Gold"
"65313","Gold"
"54488","Gold"
"39341","Gold"
"42080","Gold"
"53995","Gold"
"25133","Gold"
"27190","Gold"
"26433","Gold"
"40055","Gold"
"81923","Gold"
"32186","Gold"
"54677","Gold"
"66363","Gold"
"78887","Gold"
"60728","Zinc"
"82945","Copper"
"25278","Gold"
"25035","Gold"
"37278","Iron Ore"
"55524","Iron Ore"
"57493","Gold"
"67826","Copper"
"64258","Gold"
"55869","Gold"
"25976","Gold"
"26281","Gold"
"54869","Gold"
"65915","Gold"
"64012","Gold"
"31918","Iron Ore"
"41504","Coal"
"34820","U3O8"
"29199","Gold"
"41789","Iron Ore"
"62335","Copper"
"77089","Coal"
"33129","Tin"
"33141","Silver"
"69187","Coal"
"70351","Gold"
"62543","Gold"
"69484","Coal"
"66917","Gold"
"28127","Zinc"
"68518","Iron Ore"
"53911","Gold"
"74746","Iron Ore"
"60947","Copper"
"69718","Coal"
"70411","Bauxite"
"68519","Iron Ore"
"60699","Gold"
"59137","Iron Ore"
"79054","Lithium"
"57222","Gold"
"80210","Niobium"
"63449","Coal"
"41292","Coal"
"26449","Gold"
"75655","Copper"
"41239","Coal"
"28969","Gold"
"26276","Gold"
"66050","Gold"
"56306","U3O8"
"24462","Platinum"
"56842","Gold"
"80086","Copper"
"81809","Cobalt"
"26510","Silver"
"65165","Nickel"
"55536","Gold"
"53438","Copper"
"29766","Nickel"
"25306","Gold"
"55208","Gold"
"52989","Ilmenite"
"38485","Gold"
"84232","Gold"
"30862","Gold"
"38159","Coal"
"59801","Gold"
"60637","Gold"
"32463","Zinc"
"24721","Gold"
"68962","Coal"
"53951","Gold"
"57588","Coal"
"36697","Nickel"
"26026","Gold"
"66213","Gold"
"26004","Gold"
"27793","Gold"
"68948","Coal"
"29402","Gold"
"82846","Gold"
"60146","Silver"
"69304","Coal"
"33121","Lead"
"81747","Copper"
"33539","Nickel"
"54951","Gold"
"55149","Diamonds"
"40000","Gold"
"34919","U3O8"
"69057","Coal"
"69128","Coal"
"58370","Copper"
"50797","Zinc"
"37073","Nickel"
"35228","U3O8"
"69320","Coal"
"40740","Coal"
"69230","Coal"
"58280","Nickel"
"27742","Nickel"
"69962","Coal"
"27730","Copper"
"57116","Gold"
"41307","Coal"
"38778","Gold"
"65685","U3O8"
"39802","Copper"
"33375","Gold"
"27491","Gold"
"38517","Gold"
"62774","Copper"
"39545","Tin"
"32718","Gold"
"49618","Coal"
"68520","Chromite"
"28391","Copper"
"58084","Bauxite"
"77208","Lithium"
"59705","Zinc"
"56017","Copper"
"59389","Gold"
"55290","U3O8"
"58621","Gold"
"59136","Iron Ore"
"80793","Gold"
"49922","Gold"
"52785","Bauxite"
"60172","Gold"
"37374","Platinum"
"70181","Coal"
"29149","Gold"
"41254","Coal"
"29651","Gold"
"38791","Silver"
