fid,country_name,country_isoa3,hcluster_id
1,United Kingdom,GBR,00000000000000009726
2,Fiji,FJI,00000000000000009599
3,New Zealand,NZL,00000000000000013069
4,Fiji,FJI,00000000000000009599
5,Fiji,FJI,00000000000000009599
6,Fiji,FJI,00000000000000009599
7,Fiji,FJI,00000000000000009599
8,Fiji,FJI,00000000000000009599
9,Fiji,FJI,00000000000000009599
10,New Zealand,NZL,00000000000000013069
11,New Zealand,NZL,00000000000000013069
12,New Zealand,NZL,00000000000000013069
13,New Zealand,NZL,00000000000000013069
14,New Zealand,NZL,00000000000000013069
15,New Zealand,NZL,00000000000000013069
16,New Zealand,NZL,00000000000000013076
17,New Zealand,NZL,00000000000000013076
18,New Zealand,NZL,00000000000000013076
19,New Zealand,NZL,00000000000000013076
20,New Zealand,NZL,00000000000000013076
21,New Zealand,NZL,00000000000000013076
22,New Zealand,NZL,00000000000000013076
23,New Zealand,NZL,00000000000000013076
24,New Zealand,NZL,00000000000000013076
25,New Zealand,NZL,00000000000000013076
26,New Zealand,NZL,00000000000000013076
27,New Zealand,NZL,00000000000000013076
28,New Zealand,NZL,00000000000000013076
29,New Zealand,NZL,00000000000000013076
30,New Zealand,NZL,00000000000000013076
31,New Zealand,NZL,00000000000000013083
32,New Zealand,NZL,00000000000000013063
33,New Zealand,NZL,00000000000000013063
34,New Zealand,NZL,00000000000000013063
35,New Zealand,NZL,00000000000000013063
36,New Zealand,NZL,00000000000000013063
37,New Zealand,NZL,00000000000000013064
38,New Zealand,NZL,00000000000000013064
39,New Zealand,NZL,00000000000000013064
40,New Zealand,NZL,00000000000000013063
41,New Zealand,NZL,00000000000000013063
42,New Zealand,NZL,00000000000000013063
43,New Zealand,NZL,00000000000000013063
44,New Zealand,NZL,00000000000000013063
45,New Zealand,NZL,00000000000000013064
46,New Zealand,NZL,00000000000000013064
47,New Zealand,NZL,00000000000000013064
48,New Zealand,NZL,00000000000000013064
49,New Zealand,NZL,00000000000000013059
50,New Zealand,NZL,00000000000000013059
51,New Zealand,NZL,00000000000000013059
52,New Zealand,NZL,00000000000000013059
53,New Zealand,NZL,00000000000000013059
54,New Zealand,NZL,00000000000000013059
55,New Zealand,NZL,00000000000000013059
56,New Zealand,NZL,00000000000000013059
57,New Zealand,NZL,00000000000000013107
58,New Zealand,NZL,00000000000000013107
59,New Zealand,NZL,00000000000000013059
60,New Zealand,NZL,00000000000000013059
61,New Zealand,NZL,00000000000000013059
62,New Zealand,NZL,00000000000000013059
63,New Zealand,NZL,00000000000000013059
64,New Zealand,NZL,00000000000000013059
65,New Zealand,NZL,00000000000000013059
66,New Zealand,NZL,00000000000000013059
67,New Zealand,NZL,00000000000000013059
68,New Zealand,NZL,00000000000000013059
69,New Zealand,NZL,00000000000000013059
70,New Zealand,NZL,00000000000000013059
71,New Zealand,NZL,00000000000000013059
72,New Zealand,NZL,00000000000000013065
73,New Zealand,NZL,00000000000000013065
74,New Zealand,NZL,00000000000000013093
75,New Zealand,NZL,00000000000000013093
76,New Zealand,NZL,00000000000000013093
77,New Zealand,NZL,00000000000000013093
78,New Zealand,NZL,00000000000000013093
79,New Zealand,NZL,00000000000000013093
80,New Zealand,NZL,00000000000000013093
81,New Zealand,NZL,00000000000000013070
82,New Zealand,NZL,00000000000000013082
83,New Zealand,NZL,00000000000000013082
84,New Zealand,NZL,00000000000000013082
85,New Zealand,NZL,00000000000000013059
86,New Zealand,NZL,00000000000000013059
87,New Zealand,NZL,00000000000000013059
88,New Zealand,NZL,00000000000000013059
89,New Zealand,NZL,00000000000000013085
90,New Zealand,NZL,00000000000000013085
91,New Zealand,NZL,00000000000000013114
92,New Zealand,NZL,00000000000000013096
93,New Zealand,NZL,00000000000000013096
94,New Zealand,NZL,00000000000000013096
95,New Zealand,NZL,00000000000000013115
96,New Zealand,NZL,00000000000000013096
97,New Zealand,NZL,00000000000000013115
98,New Zealand,NZL,00000000000000013096
99,New Zealand,NZL,00000000000000013096
100,New Caledonia,NCL,00000000000000012874
101,New Caledonia,NCL,00000000000000012874
102,New Zealand,NZL,00000000000000013096
103,New Zealand,NZL,00000000000000013096
104,New Caledonia,NCL,00000000000000012874
105,New Caledonia,NCL,00000000000000012874
106,New Caledonia,NCL,00000000000000012874
107,New Caledonia,NCL,00000000000000012874
108,New Caledonia,NCL,00000000000000012874
109,New Caledonia,NCL,00000000000000012874
110,New Caledonia,NCL,00000000000000012874
111,New Caledonia,NCL,00000000000000012874
112,New Caledonia,NCL,00000000000000012874
113,New Caledonia,NCL,00000000000000012874
114,New Caledonia,NCL,00000000000000012884
115,New Caledonia,NCL,00000000000000012885
116,New Caledonia,NCL,00000000000000012886
117,New Caledonia,NCL,00000000000000012882
118,New Caledonia,NCL,00000000000000012882
119,New Zealand,NZL,00000000000000013070
120,New Zealand,NZL,00000000000000013070
121,New Zealand,NZL,00000000000000013059
122,New Zealand,NZL,00000000000000013059
123,New Zealand,NZL,00000000000000013059
124,New Zealand,NZL,00000000000000013059
125,New Zealand,NZL,00000000000000013059
126,New Caledonia,NCL,00000000000000012882
127,New Caledonia,NCL,00000000000000012882
128,New Caledonia,NCL,00000000000000012882
129,New Caledonia,NCL,00000000000000012882
130,New Caledonia,NCL,00000000000000012882
131,New Caledonia,NCL,00000000000000012882
132,New Caledonia,NCL,00000000000000012882
133,New Caledonia,NCL,00000000000000012882
134,New Caledonia,NCL,00000000000000012882
135,New Caledonia,NCL,00000000000000012882
136,New Caledonia,NCL,00000000000000012882
137,New Caledonia,NCL,00000000000000012882
138,New Caledonia,NCL,00000000000000012882
139,New Caledonia,NCL,00000000000000012875
140,New Caledonia,NCL,00000000000000012875
141,New Caledonia,NCL,00000000000000012882
142,New Caledonia,NCL,00000000000000012882
143,New Caledonia,NCL,00000000000000012882
144,New Caledonia,NCL,00000000000000012882
145,New Caledonia,NCL,00000000000000012882
146,New Caledonia,NCL,00000000000000012882
147,New Caledonia,NCL,00000000000000012882
148,New Caledonia,NCL,00000000000000012882
149,New Caledonia,NCL,00000000000000012882
150,New Caledonia,NCL,00000000000000012882
151,New Caledonia,NCL,00000000000000012882
152,New Caledonia,NCL,00000000000000012882
153,New Caledonia,NCL,00000000000000012882
154,New Caledonia,NCL,00000000000000012875
155,New Caledonia,NCL,00000000000000012875
156,New Caledonia,NCL,00000000000000012875
157,New Caledonia,NCL,00000000000000012875
158,New Caledonia,NCL,00000000000000012875
159,New Caledonia,NCL,00000000000000012875
160,New Caledonia,NCL,00000000000000012875
161,New Caledonia,NCL,00000000000000012875
162,New Caledonia,NCL,00000000000000012875
163,New Caledonia,NCL,00000000000000012875
164,New Caledonia,NCL,00000000000000012875
165,New Caledonia,NCL,00000000000000012875
166,New Caledonia,NCL,00000000000000012875
167,New Caledonia,NCL,00000000000000012875
168,New Caledonia,NCL,00000000000000012875
169,New Caledonia,NCL,00000000000000012875
170,New Caledonia,NCL,00000000000000012875
171,New Caledonia,NCL,00000000000000012875
172,New Caledonia,NCL,00000000000000012875
173,New Caledonia,NCL,00000000000000012875
174,New Caledonia,NCL,00000000000000012875
175,New Caledonia,NCL,00000000000000012875
176,New Caledonia,NCL,00000000000000012875
177,New Caledonia,NCL,00000000000000012875
178,New Caledonia,NCL,00000000000000012875
179,New Caledonia,NCL,00000000000000012875
180,New Caledonia,NCL,00000000000000012875
181,New Caledonia,NCL,00000000000000012875
182,New Caledonia,NCL,00000000000000012875
183,New Caledonia,NCL,00000000000000012875
184,New Caledonia,NCL,00000000000000012875
185,New Caledonia,NCL,00000000000000012875
186,New Caledonia,NCL,00000000000000012875
187,New Caledonia,NCL,00000000000000012875
188,New Caledonia,NCL,00000000000000012875
189,New Caledonia,NCL,00000000000000012875
190,New Caledonia,NCL,00000000000000012875
191,New Caledonia,NCL,00000000000000012875
192,New Caledonia,NCL,00000000000000012875
193,New Caledonia,NCL,00000000000000012875
194,New Caledonia,NCL,00000000000000012875
195,New Caledonia,NCL,00000000000000012875
196,New Caledonia,NCL,00000000000000012875
197,New Caledonia,NCL,00000000000000012875
198,New Caledonia,NCL,00000000000000012875
199,New Caledonia,NCL,00000000000000012875
200,New Caledonia,NCL,00000000000000012875
201,New Caledonia,NCL,00000000000000012875
202,New Caledonia,NCL,00000000000000012875
203,New Caledonia,NCL,00000000000000012875
204,New Caledonia,NCL,00000000000000012887
205,New Caledonia,NCL,00000000000000012888
206,New Caledonia,NCL,00000000000000012889
207,New Caledonia,NCL,00000000000000012889
208,New Caledonia,NCL,00000000000000012889
209,New Caledonia,NCL,00000000000000012889
210,New Caledonia,NCL,00000000000000012889
211,New Caledonia,NCL,00000000000000012889
212,New Caledonia,NCL,00000000000000012888
213,New Caledonia,NCL,00000000000000012888
214,New Caledonia,NCL,00000000000000012888
215,New Caledonia,NCL,00000000000000012875
216,New Caledonia,NCL,00000000000000012875
217,New Caledonia,NCL,00000000000000012878
218,New Caledonia,NCL,00000000000000012878
219,New Caledonia,NCL,00000000000000012878
220,New Caledonia,NCL,00000000000000012878
221,New Caledonia,NCL,00000000000000012890
222,New Caledonia,NCL,00000000000000012878
223,New Caledonia,NCL,00000000000000012878
224,New Caledonia,NCL,00000000000000012878
225,New Caledonia,NCL,00000000000000012881
226,Australia,AUS,00000000000000000437
227,New Caledonia,NCL,00000000000000012883
228,New Caledonia,NCL,00000000000000012883
229,Australia,AUS,00000000000000000437
230,Australia,AUS,00000000000000000437
231,Australia,AUS,00000000000000000437
232,Australia,AUS,00000000000000000437
233,Australia,AUS,00000000000000000437
234,Australia,AUS,00000000000000000437
235,Australia,AUS,00000000000000000437
236,Australia,AUS,00000000000000000437
237,Australia,AUS,00000000000000000437
238,Australia,AUS,00000000000000000437
239,Australia,AUS,00000000000000000613
240,Australia,AUS,00000000000000000613
241,Australia,AUS,00000000000000000613
242,Australia,AUS,00000000000000000613
243,Australia,AUS,00000000000000000613
244,Australia,AUS,00000000000000000613
245,Australia,AUS,00000000000000000613
246,Australia,AUS,00000000000000000613
247,Australia,AUS,00000000000000000613
248,Australia,AUS,00000000000000000613
249,New Caledonia,NCL,00000000000000012875
250,New Caledonia,NCL,00000000000000012875
251,New Caledonia,NCL,00000000000000012882
252,New Caledonia,NCL,00000000000000012882
253,New Caledonia,NCL,00000000000000012882
254,Australia,AUS,00000000000000000484
255,Australia,AUS,00000000000000000484
256,Australia,AUS,00000000000000000484
257,Australia,AUS,00000000000000000484
258,Australia,AUS,00000000000000000484
259,Australia,AUS,00000000000000000484
260,Australia,AUS,00000000000000000484
261,Australia,AUS,00000000000000000484
262,Australia,AUS,00000000000000000484
263,Australia,AUS,00000000000000001598
264,Australia,AUS,00000000000000001598
265,Australia,AUS,00000000000000001598
266,Australia,AUS,00000000000000000484
267,Australia,AUS,00000000000000000484
268,Australia,AUS,00000000000000000484
269,Australia,AUS,00000000000000000484
270,Australia,AUS,00000000000000000484
271,Australia,AUS,00000000000000000484
272,Australia,AUS,00000000000000000484
273,Australia,AUS,00000000000000000484
274,Australia,AUS,00000000000000000484
275,Australia,AUS,00000000000000001699
276,Australia,AUS,00000000000000001699
277,Australia,AUS,00000000000000001019
278,Australia,AUS,00000000000000001628
279,Australia,AUS,00000000000000001628
280,Australia,AUS,00000000000000002957
281,Australia,AUS,00000000000000001019
282,Australia,AUS,00000000000000001019
283,Australia,AUS,00000000000000000484
284,Australia,AUS,00000000000000000484
285,Australia,AUS,00000000000000001637
286,Australia,AUS,00000000000000001019
287,Australia,AUS,00000000000000001637
288,Australia,AUS,00000000000000001591
289,Australia,AUS,00000000000000001637
290,Australia,AUS,00000000000000001591
291,Australia,AUS,00000000000000001591
292,Australia,AUS,00000000000000001637
293,Australia,AUS,00000000000000001637
294,Australia,AUS,00000000000000001591
295,Australia,AUS,00000000000000001637
296,Australia,AUS,00000000000000001591
297,Australia,AUS,00000000000000000574
298,Australia,AUS,00000000000000000574
299,Australia,AUS,00000000000000000574
300,Australia,AUS,00000000000000002606
301,Australia,AUS,00000000000000002606
302,Australia,AUS,00000000000000000574
303,Australia,AUS,00000000000000002606
304,Australia,AUS,00000000000000002606
305,Australia,AUS,00000000000000002958
306,Australia,AUS,00000000000000002958
307,Australia,AUS,00000000000000001628
308,Australia,AUS,00000000000000001628
309,Australia,AUS,00000000000000000662
310,Australia,AUS,00000000000000000574
311,Australia,AUS,00000000000000000574
312,Australia,AUS,00000000000000000574
313,Australia,AUS,00000000000000000574
314,Australia,AUS,00000000000000000574
315,Australia,AUS,00000000000000000584
316,Australia,AUS,00000000000000000574
317,Australia,AUS,00000000000000000584
318,Australia,AUS,00000000000000000584
319,Australia,AUS,00000000000000000584
320,Australia,AUS,00000000000000002959
321,Australia,AUS,00000000000000000662
322,Australia,AUS,00000000000000001256
323,Australia,AUS,00000000000000002862
324,Australia,AUS,00000000000000002960
325,Australia,AUS,00000000000000002573
326,Australia,AUS,00000000000000002960
327,Australia,AUS,00000000000000002960
328,Australia,AUS,00000000000000002960
329,Australia,AUS,00000000000000002960
330,Australia,AUS,00000000000000002960
331,Australia,AUS,00000000000000002959
332,Australia,AUS,00000000000000000574
333,Australia,AUS,00000000000000002960
334,Australia,AUS,00000000000000002959
335,Australia,AUS,00000000000000002960
336,Australia,AUS,00000000000000002960
337,Australia,AUS,00000000000000002959
338,Australia,AUS,00000000000000002573
339,Australia,AUS,00000000000000002578
340,Australia,AUS,00000000000000002578
341,Australia,AUS,00000000000000000570
342,Australia,AUS,00000000000000001406
343,Australia,AUS,00000000000000000559
344,Australia,AUS,00000000000000000507
345,Australia,AUS,00000000000000000559
346,Australia,AUS,00000000000000000559
347,Australia,AUS,00000000000000000559
348,Australia,AUS,00000000000000000559
349,Australia,AUS,00000000000000000559
350,Australia,AUS,00000000000000001406
351,Australia,AUS,00000000000000001406
352,Australia,AUS,00000000000000001406
353,Australia,AUS,00000000000000000559
354,Australia,AUS,00000000000000000559
355,Australia,AUS,00000000000000002573
356,Australia,AUS,00000000000000002578
357,Australia,AUS,00000000000000002578
358,Australia,AUS,00000000000000002960
359,Australia,AUS,00000000000000002578
360,Australia,AUS,00000000000000002578
361,Australia,AUS,00000000000000002578
362,Australia,AUS,00000000000000000662
363,Australia,AUS,00000000000000000574
364,Australia,AUS,00000000000000000574
365,Australia,AUS,00000000000000000574
366,Australia,AUS,00000000000000000574
367,Australia,AUS,00000000000000000507
368,Australia,AUS,00000000000000000507
369,Australia,AUS,00000000000000000559
370,Australia,AUS,00000000000000000559
371,Australia,AUS,00000000000000000559
372,Australia,AUS,00000000000000000507
373,Australia,AUS,00000000000000000507
374,Australia,AUS,00000000000000002961
375,Australia,AUS,00000000000000000507
376,Australia,AUS,00000000000000000559
377,Australia,AUS,00000000000000000507
378,Australia,AUS,00000000000000000507
379,Australia,AUS,00000000000000000559
380,Australia,AUS,00000000000000000559
381,Australia,AUS,00000000000000000507
382,Australia,AUS,00000000000000000507
383,Australia,AUS,00000000000000002962
384,Australia,AUS,00000000000000000559
385,Australia,AUS,00000000000000000507
386,Australia,AUS,00000000000000000559
387,Australia,AUS,00000000000000000559
388,Australia,AUS,00000000000000002962
389,Australia,AUS,00000000000000002962
390,Australia,AUS,00000000000000002962
391,Australia,AUS,00000000000000002962
392,Australia,AUS,00000000000000002962
393,Australia,AUS,00000000000000002962
394,Australia,AUS,00000000000000002962
395,Australia,AUS,00000000000000000507
396,Australia,AUS,00000000000000000507
397,Australia,AUS,00000000000000000559
398,Australia,AUS,00000000000000000507
399,Australia,AUS,00000000000000000507
400,Australia,AUS,00000000000000000507
401,Australia,AUS,00000000000000000507
402,Australia,AUS,00000000000000000507
403,Australia,AUS,00000000000000000507
404,Australia,AUS,00000000000000000507
405,Australia,AUS,00000000000000000507
406,Australia,AUS,00000000000000000507
407,Australia,AUS,00000000000000000507
408,Australia,AUS,00000000000000000507
409,Australia,AUS,00000000000000000507
410,Australia,AUS,00000000000000000507
411,Australia,AUS,00000000000000000559
412,Australia,AUS,00000000000000000559
413,Australia,AUS,00000000000000002962
414,Australia,AUS,00000000000000000559
415,Australia,AUS,00000000000000002963
416,Australia,AUS,00000000000000000559
417,Australia,AUS,00000000000000000559
418,Australia,AUS,00000000000000000897
419,Australia,AUS,00000000000000000463
420,Australia,AUS,00000000000000000463
421,Australia,AUS,00000000000000000463
422,Australia,AUS,00000000000000000463
423,Australia,AUS,00000000000000000463
424,Australia,AUS,00000000000000000897
425,Australia,AUS,00000000000000000463
426,Australia,AUS,00000000000000000559
427,Australia,AUS,00000000000000000463
428,Australia,AUS,00000000000000000822
429,Australia,AUS,00000000000000001605
430,Australia,AUS,00000000000000001605
431,Australia,AUS,00000000000000000822
432,Australia,AUS,00000000000000000822
433,Australia,AUS,00000000000000000884
434,Australia,AUS,00000000000000000884
435,Australia,AUS,00000000000000000884
436,Australia,AUS,00000000000000000820
437,Australia,AUS,00000000000000000820
438,Australia,AUS,00000000000000002780
439,Australia,AUS,00000000000000000820
440,Australia,AUS,00000000000000001584
441,Australia,AUS,00000000000000001998
442,Australia,AUS,00000000000000000777
443,Australia,AUS,00000000000000002780
444,Australia,AUS,00000000000000000506
445,Australia,AUS,00000000000000002780
446,Australia,AUS,00000000000000002780
447,Australia,AUS,00000000000000002780
448,Australia,AUS,00000000000000001998
449,Australia,AUS,00000000000000000506
450,Australia,AUS,00000000000000000506
451,Australia,AUS,00000000000000000506
452,Australia,AUS,00000000000000002780
453,Australia,AUS,00000000000000002780
454,Australia,AUS,00000000000000001998
455,Australia,AUS,00000000000000001998
456,Australia,AUS,00000000000000000506
457,Australia,AUS,00000000000000002780
458,Australia,AUS,00000000000000001998
459,Australia,AUS,00000000000000001366
460,Australia,AUS,00000000000000001366
461,Australia,AUS,00000000000000001366
462,Australia,AUS,00000000000000001109
463,Australia,AUS,00000000000000001109
464,Australia,AUS,00000000000000001109
465,Australia,AUS,00000000000000001109
466,Australia,AUS,00000000000000001109
467,Australia,AUS,00000000000000002222
468,Australia,AUS,00000000000000000592
469,Australia,AUS,00000000000000000592
470,Australia,AUS,00000000000000000526
471,Australia,AUS,00000000000000002318
472,Australia,AUS,00000000000000000592
473,Australia,AUS,00000000000000000559
474,Australia,AUS,00000000000000002962
475,Australia,AUS,00000000000000002962
476,Australia,AUS,00000000000000000559
477,Australia,AUS,00000000000000002964
478,Australia,AUS,00000000000000000507
479,Australia,AUS,00000000000000000559
480,Australia,AUS,00000000000000002965
481,Australia,AUS,00000000000000000740
482,Australia,AUS,00000000000000001413
483,Australia,AUS,00000000000000001413
484,Australia,AUS,00000000000000001885
485,Australia,AUS,00000000000000001885
486,Australia,AUS,00000000000000001885
487,Australia,AUS,00000000000000001413
488,Australia,AUS,00000000000000001413
489,Australia,AUS,00000000000000001112
490,Australia,AUS,00000000000000002234
491,Australia,AUS,00000000000000000740
492,Australia,AUS,00000000000000000740
493,Australia,AUS,00000000000000002670
494,Australia,AUS,00000000000000000817
495,Australia,AUS,00000000000000000817
496,Australia,AUS,00000000000000000495
497,Australia,AUS,00000000000000000817
498,Australia,AUS,00000000000000002181
499,Australia,AUS,00000000000000002595
500,Australia,AUS,00000000000000000495
501,Australia,AUS,00000000000000000817
502,Australia,AUS,00000000000000000817
503,Australia,AUS,00000000000000000655
504,Australia,AUS,00000000000000002314
505,Australia,AUS,00000000000000001885
506,Australia,AUS,00000000000000001885
507,Australia,AUS,00000000000000000655
508,Australia,AUS,00000000000000000491
509,Australia,AUS,00000000000000001643
510,Australia,AUS,00000000000000001643
511,Australia,AUS,00000000000000000491
512,Australia,AUS,00000000000000000491
513,Australia,AUS,00000000000000000491
514,Australia,AUS,00000000000000000491
515,Australia,AUS,00000000000000000491
516,Australia,AUS,00000000000000001643
517,Australia,AUS,00000000000000000491
518,Australia,AUS,00000000000000000491
519,Australia,AUS,00000000000000000491
520,Australia,AUS,00000000000000001643
521,Australia,AUS,00000000000000001835
522,Australia,AUS,00000000000000001835
523,Australia,AUS,00000000000000001835
524,Australia,AUS,00000000000000001835
525,Australia,AUS,00000000000000001835
526,Australia,AUS,00000000000000000753
527,Australia,AUS,00000000000000000802
528,Australia,AUS,00000000000000000802
529,Australia,AUS,00000000000000002192
530,Australia,AUS,00000000000000001035
531,Australia,AUS,00000000000000001035
532,Australia,AUS,00000000000000001035
533,Australia,AUS,00000000000000001757
534,Australia,AUS,00000000000000001035
535,Australia,AUS,00000000000000001524
536,Australia,AUS,00000000000000001524
537,Australia,AUS,00000000000000000491
538,Australia,AUS,00000000000000001490
539,Australia,AUS,00000000000000001891
540,Australia,AUS,00000000000000002152
541,Australia,AUS,00000000000000001154
542,Australia,AUS,00000000000000001034
543,Australia,AUS,00000000000000001034
544,Australia,AUS,00000000000000001034
545,Australia,AUS,00000000000000001034
546,Australia,AUS,00000000000000001034
547,Australia,AUS,00000000000000001031
548,Australia,AUS,00000000000000001031
549,Australia,AUS,00000000000000001034
550,Australia,AUS,00000000000000001031
551,Australia,AUS,00000000000000001031
552,Australia,AUS,00000000000000001031
553,Australia,AUS,00000000000000001031
554,Australia,AUS,00000000000000001031
555,Australia,AUS,00000000000000001031
556,Australia,AUS,00000000000000001031
557,Australia,AUS,00000000000000001031
558,Australia,AUS,00000000000000001031
559,Australia,AUS,00000000000000001031
560,Australia,AUS,00000000000000001031
561,Australia,AUS,00000000000000001006
562,Australia,AUS,00000000000000001006
563,Australia,AUS,00000000000000001031
564,Australia,AUS,00000000000000001031
565,Australia,AUS,00000000000000001031
566,Australia,AUS,00000000000000001031
567,Australia,AUS,00000000000000001006
568,Australia,AUS,00000000000000001006
569,Australia,AUS,00000000000000001006
570,Australia,AUS,00000000000000001006
571,Australia,AUS,00000000000000001331
572,Australia,AUS,00000000000000000906
573,Australia,AUS,00000000000000000906
574,Australia,AUS,00000000000000002104
575,Australia,AUS,00000000000000001977
576,Australia,AUS,00000000000000002151
577,Australia,AUS,00000000000000002151
578,Australia,AUS,00000000000000000449
579,Australia,AUS,00000000000000001516
580,Australia,AUS,00000000000000000449
581,Australia,AUS,00000000000000001516
582,Australia,AUS,00000000000000000503
583,Australia,AUS,00000000000000000449
584,Australia,AUS,00000000000000000503
585,Australia,AUS,00000000000000000449
586,Australia,AUS,00000000000000002076
587,Australia,AUS,00000000000000002076
588,Australia,AUS,00000000000000002966
589,Australia,AUS,00000000000000002966
590,Australia,AUS,00000000000000002966
591,Australia,AUS,00000000000000002967
592,Australia,AUS,00000000000000000449
593,Australia,AUS,00000000000000002966
594,Australia,AUS,00000000000000000449
595,Australia,AUS,00000000000000000449
596,Australia,AUS,00000000000000000449
597,Australia,AUS,00000000000000001490
598,Australia,AUS,00000000000000002968
599,Australia,AUS,00000000000000000449
600,Australia,AUS,00000000000000000449
601,Australia,AUS,00000000000000000449
602,Australia,AUS,00000000000000000449
603,Australia,AUS,00000000000000000449
604,Australia,AUS,00000000000000000449
605,Australia,AUS,00000000000000001121
606,Australia,AUS,00000000000000002235
607,Australia,AUS,00000000000000000806
608,Australia,AUS,00000000000000001121
609,Australia,AUS,00000000000000000449
610,Australia,AUS,00000000000000001121
611,Australia,AUS,00000000000000001121
612,Australia,AUS,00000000000000000806
613,Australia,AUS,00000000000000000806
614,Australia,AUS,00000000000000000806
615,Australia,AUS,00000000000000000806
616,Australia,AUS,00000000000000000806
617,Australia,AUS,00000000000000000806
618,Australia,AUS,00000000000000000896
619,Australia,AUS,00000000000000000896
620,Australia,AUS,00000000000000000896
621,Australia,AUS,00000000000000000896
622,Australia,AUS,00000000000000000896
623,Australia,AUS,00000000000000000896
624,Australia,AUS,00000000000000000896
625,Australia,AUS,00000000000000000806
626,Australia,AUS,00000000000000000806
627,Australia,AUS,00000000000000000806
628,Australia,AUS,00000000000000000806
629,Australia,AUS,00000000000000000806
630,Australia,AUS,00000000000000001235
631,Australia,AUS,00000000000000001235
632,Australia,AUS,00000000000000001235
633,Australia,AUS,00000000000000000896
634,Australia,AUS,00000000000000001235
635,Australia,AUS,00000000000000001235
636,Australia,AUS,00000000000000001235
637,Australia,AUS,00000000000000001235
638,Australia,AUS,00000000000000001274
639,Australia,AUS,00000000000000001274
640,Australia,AUS,00000000000000001274
641,Australia,AUS,00000000000000002220
642,Australia,AUS,00000000000000002220
643,Australia,AUS,00000000000000002220
644,Australia,AUS,00000000000000000603
645,Australia,AUS,00000000000000000603
646,Australia,AUS,00000000000000000603
647,Australia,AUS,00000000000000000987
648,Australia,AUS,00000000000000000987
649,Australia,AUS,00000000000000000987
650,Australia,AUS,00000000000000000987
651,Australia,AUS,00000000000000000478
652,Australia,AUS,00000000000000000478
653,Australia,AUS,00000000000000000478
654,Australia,AUS,00000000000000000478
655,Australia,AUS,00000000000000002449
656,Australia,AUS,00000000000000002449
657,Australia,AUS,00000000000000000666
658,Australia,AUS,00000000000000000666
659,Australia,AUS,00000000000000000666
660,Australia,AUS,00000000000000000666
661,Australia,AUS,00000000000000000666
662,Australia,AUS,00000000000000000541
663,Australia,AUS,00000000000000000478
664,Australia,AUS,00000000000000000478
665,Australia,AUS,00000000000000000478
666,Australia,AUS,00000000000000000478
667,Australia,AUS,00000000000000000666
668,Australia,AUS,00000000000000000478
669,Australia,AUS,00000000000000000478
670,Australia,AUS,00000000000000000666
671,Australia,AUS,00000000000000000478
672,Australia,AUS,00000000000000000541
673,Australia,AUS,00000000000000000541
674,Australia,AUS,00000000000000000541
675,Australia,AUS,00000000000000000541
676,Australia,AUS,00000000000000000541
677,Australia,AUS,00000000000000001336
678,Australia,AUS,00000000000000001336
679,Australia,AUS,00000000000000000636
680,Australia,AUS,00000000000000000636
681,Australia,AUS,00000000000000000636
682,Australia,AUS,00000000000000000636
683,Australia,AUS,00000000000000000478
684,Australia,AUS,00000000000000000541
685,Australia,AUS,00000000000000000636
686,Australia,AUS,00000000000000000636
687,Australia,AUS,00000000000000000636
688,Australia,AUS,00000000000000002267
689,Australia,AUS,00000000000000000636
690,Australia,AUS,00000000000000000636
691,Australia,AUS,00000000000000000636
692,Australia,AUS,00000000000000000636
693,Australia,AUS,00000000000000000711
694,Australia,AUS,00000000000000000711
695,Australia,AUS,00000000000000000711
696,Australia,AUS,00000000000000000711
697,Australia,AUS,00000000000000000636
698,Australia,AUS,00000000000000000636
699,Australia,AUS,00000000000000000636
700,Australia,AUS,00000000000000000636
701,Australia,AUS,00000000000000000636
702,Australia,AUS,00000000000000000636
703,Australia,AUS,00000000000000000636
704,Australia,AUS,00000000000000000636
705,Australia,AUS,00000000000000000636
706,Australia,AUS,00000000000000000636
707,Australia,AUS,00000000000000000636
708,Australia,AUS,00000000000000000636
709,Australia,AUS,00000000000000000636
710,Australia,AUS,00000000000000000636
711,Australia,AUS,00000000000000000666
712,Australia,AUS,00000000000000000666
713,Australia,AUS,00000000000000000666
714,Australia,AUS,00000000000000000449
715,Australia,AUS,00000000000000000449
716,Australia,AUS,00000000000000000636
717,Australia,AUS,00000000000000000636
718,Australia,AUS,00000000000000000636
719,Australia,AUS,00000000000000000636
720,Australia,AUS,00000000000000000636
721,Australia,AUS,00000000000000000636
722,Australia,AUS,00000000000000000636
723,Australia,AUS,00000000000000000636
724,Australia,AUS,00000000000000000636
725,Australia,AUS,00000000000000000636
726,Australia,AUS,00000000000000000636
727,Australia,AUS,00000000000000000636
728,Australia,AUS,00000000000000000636
729,Australia,AUS,00000000000000000636
730,Australia,AUS,00000000000000000636
731,Australia,AUS,00000000000000002381
732,Australia,AUS,00000000000000002381
733,Australia,AUS,00000000000000002381
734,Australia,AUS,00000000000000000818
735,Australia,AUS,00000000000000000636
736,Australia,AUS,00000000000000002539
737,Australia,AUS,00000000000000002539
738,Australia,AUS,00000000000000000840
739,Australia,AUS,00000000000000000636
740,Australia,AUS,00000000000000000636
741,Australia,AUS,00000000000000000636
742,Australia,AUS,00000000000000000636
743,Australia,AUS,00000000000000000886
744,Australia,AUS,00000000000000001357
