"unid","hcluster_id","year","commodity","def_weight"
"25_2002",25,2002,"Other non-ferrous ores n.e.c.",0.000803070671530331
"25_2003",25,2003,"Other non-ferrous ores n.e.c.",0.0179888505079082
"25_2006",25,2006,"Other non-ferrous ores n.e.c.",0.00865222074644799
"25_2007",25,2007,"Other non-ferrous ores n.e.c.",0.00491970282509
"25_2008",25,2008,"Other non-ferrous ores n.e.c.",0.00225208504973767
"25_2009",25,2009,"Other non-ferrous ores n.e.c.",0.00253845194714116
"25_2010",25,2010,"Other non-ferrous ores n.e.c.",0.00659571794002757
"25_2011",25,2011,"Other non-ferrous ores n.e.c.",0.00393857539206112
"25_2013",25,2013,"Other non-ferrous ores n.e.c.",0.0347311182133693
"25_2014",25,2014,"Other non-ferrous ores n.e.c.",0.0189979329202091
"25_2016",25,2016,"Other non-ferrous ores n.e.c.",0.0037499981107824
"25_2017",25,2017,"Other non-ferrous ores n.e.c.",0.00166200576171875
"25_2018",25,2018,"Other non-ferrous ores n.e.c.",0.000199025830796186
"25_2019",25,2019,"Other non-ferrous ores n.e.c.",0.0287324520840514
"26_2013",26,2013,"Copper",0.0357779423935834
"26_2014",26,2014,"Copper",0.001747751953125
"27_2007",27,2007,"Copper",0.00168353306525735
"27_2008",27,2008,"Copper",0.000877901916503906
"27_2009",27,2009,"Copper",0.000946755806717218
"27_2011",27,2011,"Copper",0.000475098572495404
"27_2012",27,2012,"Copper",0.0137467677437577
"27_2013",27,2013,"Copper",0.00526735577392578
"27_2014",27,2014,"Copper",0.00702318707275391
"29_2001",29,2001,"Other non-ferrous ores n.e.c.",0.00995791545697381
"29_2002",29,2002,"Other non-ferrous ores n.e.c.",0.000884432983398437
"29_2004",29,2004,"Other non-ferrous ores n.e.c.",0.00442185827636719
"29_2005",29,2005,"Other non-ferrous ores n.e.c.",0.0838524906266755
"29_2006",29,2006,"Other non-ferrous ores n.e.c.",0.0483831931686102
"29_2007",29,2007,"Other non-ferrous ores n.e.c.",0.123816466180779
"29_2008",29,2008,"Other non-ferrous ores n.e.c.",0.000884403930664062
"29_2009",29,2009,"Other non-ferrous ores n.e.c.",0.0996392432911592
"29_2010",29,2010,"Other non-ferrous ores n.e.c.",0.0902671978386374
"29_2011",29,2011,"Other non-ferrous ores n.e.c.",0.115721744995596
"29_2012",29,2012,"Other non-ferrous ores n.e.c.",0.041126363691502
"29_2013",29,2013,"Other non-ferrous ores n.e.c.",0.0501051724365234
"29_2014",29,2014,"Other non-ferrous ores n.e.c.",0.221243704579552
"29_2015",29,2015,"Other non-ferrous ores n.e.c.",0.0269412314771465
"29_2016",29,2016,"Other non-ferrous ores n.e.c.",0.0393950497460459
"29_2017",29,2017,"Other non-ferrous ores n.e.c.",0.0892218914146274
"29_2018",29,2018,"Other non-ferrous ores n.e.c.",0.0239492186272116
"29_2019",29,2019,"Other non-ferrous ores n.e.c.",0.00708742077493107
"30_2001",30,2001,"Other non-ferrous ores n.e.c.",0.0136507643159754
"30_2002",30,2002,"Other non-ferrous ores n.e.c.",0.113561039633119
"30_2003",30,2003,"Other non-ferrous ores n.e.c.",0.159012915779383
"30_2004",30,2004,"Other non-ferrous ores n.e.c.",0.589950177363377
"30_2005",30,2005,"Other non-ferrous ores n.e.c.",0.358584343178424
"30_2006",30,2006,"Other non-ferrous ores n.e.c.",0.0460476126098633
"30_2007",30,2007,"Other non-ferrous ores n.e.c.",0.358092153055827
"30_2008",30,2008,"Other non-ferrous ores n.e.c.",0.351343855764591
"30_2009",30,2009,"Other non-ferrous ores n.e.c.",2.50453198603899
"30_2010",30,2010,"Other non-ferrous ores n.e.c.",1.02591419301399
"30_2011",30,2011,"Other non-ferrous ores n.e.c.",0.792435728234624
"30_2012",30,2012,"Other non-ferrous ores n.e.c.",1.02434831223575
"30_2013",30,2013,"Other non-ferrous ores n.e.c.",1.17980354661746
"30_2014",30,2014,"Other non-ferrous ores n.e.c.",1.59619063358035
"30_2015",30,2015,"Other non-ferrous ores n.e.c.",2.5178513318187
"30_2016",30,2016,"Other non-ferrous ores n.e.c.",3.49312305206395
"30_2017",30,2017,"Other non-ferrous ores n.e.c.",2.86629192592438
"30_2018",30,2018,"Other non-ferrous ores n.e.c.",2.22746647480564
"30_2019",30,2019,"Other non-ferrous ores n.e.c.",0.971747275553625
"31_2004",31,2004,"Other non-ferrous ores n.e.c.",0.0248997023449468
"31_2009",31,2009,"Other non-ferrous ores n.e.c.",0.000884242126464844
"31_2012",31,2012,"Other non-ferrous ores n.e.c.",0.0141389672648112
"31_2014",31,2014,"Other non-ferrous ores n.e.c.",0.00106457935312309
"31_2015",31,2015,"Other non-ferrous ores n.e.c.",0.0123775162353516
"31_2016",31,2016,"Other non-ferrous ores n.e.c.",0.02017216579901
"31_2017",31,2017,"Other non-ferrous ores n.e.c.",0.0600419998432234
"31_2018",31,2018,"Other non-ferrous ores n.e.c.",0.00542280127695121
"32_2001",32,2001,"Other non-ferrous ores n.e.c.",0.00176914428710937
"32_2002",32,2002,"Other non-ferrous ores n.e.c.",0.000600116887350643
"32_2003",32,2003,"Other non-ferrous ores n.e.c.",0.00884579351806641
"32_2004",32,2004,"Other non-ferrous ores n.e.c.",0.158467892308852
"32_2005",32,2005,"Other non-ferrous ores n.e.c.",0.0883588273887485
"32_2006",32,2006,"Other non-ferrous ores n.e.c.",0.00176915637207031
"32_2007",32,2007,"Other non-ferrous ores n.e.c.",0.192743839060585
"32_2008",32,2008,"Other non-ferrous ores n.e.c.",0.0185777905273437
"32_2009",32,2009,"Other non-ferrous ores n.e.c.",0.216057071784764
"32_2010",32,2010,"Other non-ferrous ores n.e.c.",0.0496870284064798
"32_2011",32,2011,"Other non-ferrous ores n.e.c.",0.0310164346215342
"32_2012",32,2012,"Other non-ferrous ores n.e.c.",0.0298274287808287
"32_2013",32,2013,"Other non-ferrous ores n.e.c.",0.121085146686629
"32_2014",32,2014,"Other non-ferrous ores n.e.c.",0.120827948628265
"32_2015",32,2015,"Other non-ferrous ores n.e.c.",0.13722804480531
"32_2016",32,2016,"Other non-ferrous ores n.e.c.",0.0735281295807483
"32_2017",32,2017,"Other non-ferrous ores n.e.c.",0.175614547611012
"32_2018",32,2018,"Other non-ferrous ores n.e.c.",0.0154023011606254
"32_2019",32,2019,"Other non-ferrous ores n.e.c.",0.000901936739813113
"33_2006",33,2006,"Other non-ferrous ores n.e.c.",0.00173131804175283
"33_2008",33,2008,"Other non-ferrous ores n.e.c.",0.00175551553715725
"33_2009",33,2009,"Other non-ferrous ores n.e.c.",0.000853564512963388
"33_2011",33,2011,"Other non-ferrous ores n.e.c.",0.000915766897164139
"33_2012",33,2012,"Other non-ferrous ores n.e.c.",0.00055983127154182
"33_2014",33,2014,"Other non-ferrous ores n.e.c.",0.0020699794313917
"33_2018",33,2018,"Other non-ferrous ores n.e.c.",0.0437219561377432
"33_2019",33,2019,"Other non-ferrous ores n.e.c.",0.000881211730957031
"34_2001",34,2001,"Other non-ferrous ores n.e.c.",0.0609872935972924
"34_2004",34,2004,"Other non-ferrous ores n.e.c.",0.00871902105282054
"34_2005",34,2005,"Other non-ferrous ores n.e.c.",1.45558422374507
"34_2006",34,2006,"Other non-ferrous ores n.e.c.",0.315343028998162
"34_2007",34,2007,"Other non-ferrous ores n.e.c.",0.389703037802543
"34_2008",34,2008,"Other non-ferrous ores n.e.c.",0.25581633131295
"34_2009",34,2009,"Other non-ferrous ores n.e.c.",0.0223712207462086
"34_2010",34,2010,"Other non-ferrous ores n.e.c.",0.112989834768258
"34_2011",34,2011,"Other non-ferrous ores n.e.c.",0.227138295313697
"34_2012",34,2012,"Other non-ferrous ores n.e.c.",0.230918410898725
"34_2013",34,2013,"Other non-ferrous ores n.e.c.",0.303212395110486
"34_2014",34,2014,"Other non-ferrous ores n.e.c.",0.0985715640316234
"34_2015",34,2015,"Other non-ferrous ores n.e.c.",0.0567718163631664
"34_2016",34,2016,"Other non-ferrous ores n.e.c.",0.149334585690487
"34_2017",34,2017,"Other non-ferrous ores n.e.c.",0.278345948701028
"34_2018",34,2018,"Other non-ferrous ores n.e.c.",0.135455781813199
"34_2019",34,2019,"Other non-ferrous ores n.e.c.",0.0662371211308498
"35_2009",35,2009,"Other non-ferrous ores n.e.c.",0.134712000590725
"35_2012",35,2012,"Other non-ferrous ores n.e.c.",0.0986891709075329
"35_2013",35,2013,"Other non-ferrous ores n.e.c.",0.0263358136249617
"35_2014",35,2014,"Other non-ferrous ores n.e.c.",0.00402718245418773
"35_2016",35,2016,"Other non-ferrous ores n.e.c.",0.00447191681602328
"35_2018",35,2018,"Other non-ferrous ores n.e.c.",0.000786118560431985
"36_2001",36,2001,"Other non-ferrous ores n.e.c.",0.0689956114810719
"36_2002",36,2002,"Other non-ferrous ores n.e.c.",0.0765405209259632
"36_2003",36,2003,"Other non-ferrous ores n.e.c.",0.171388342613071
"36_2004",36,2004,"Other non-ferrous ores n.e.c.",0.451905656297153
"36_2005",36,2005,"Other non-ferrous ores n.e.c.",0.645173769897222
"36_2006",36,2006,"Other non-ferrous ores n.e.c.",1.32849962379533
"36_2007",36,2007,"Other non-ferrous ores n.e.c.",0.839213715511546
"36_2008",36,2008,"Other non-ferrous ores n.e.c.",0.693493253182205
"36_2009",36,2009,"Other non-ferrous ores n.e.c.",0.312814798265644
"36_2010",36,2010,"Other non-ferrous ores n.e.c.",0.0136851696614583
"36_2011",36,2011,"Other non-ferrous ores n.e.c.",0.119700907418045
"36_2012",36,2012,"Other non-ferrous ores n.e.c.",0.239060003055827
"36_2013",36,2013,"Other non-ferrous ores n.e.c.",0.0650429046180875
"36_2014",36,2014,"Other non-ferrous ores n.e.c.",0.24387133243839
"36_2015",36,2015,"Other non-ferrous ores n.e.c.",0.211676280969238
"36_2016",36,2016,"Other non-ferrous ores n.e.c.",1.03406364745328
"36_2017",36,2017,"Other non-ferrous ores n.e.c.",0.814153932302916
"36_2018",36,2018,"Other non-ferrous ores n.e.c.",0.229112409926231
"36_2019",36,2019,"Other non-ferrous ores n.e.c.",0.0901974549584482
"37_2017",37,2017,"Iron Ore",0.000865497802734375
"39_2001",39,2001,"Other non-ferrous ores n.e.c.",0.321960387996898
"39_2002",39,2002,"Other non-ferrous ores n.e.c.",0.0547026217651367
"39_2003",39,2003,"Other non-ferrous ores n.e.c.",0.649257460177074
"39_2004",39,2004,"Other non-ferrous ores n.e.c.",2.08873640651664
"39_2005",39,2005,"Other non-ferrous ores n.e.c.",1.55681737775855
"39_2006",39,2006,"Other non-ferrous ores n.e.c.",1.09879189776803
"39_2007",39,2007,"Other non-ferrous ores n.e.c.",0.974825986121802
"39_2008",39,2008,"Other non-ferrous ores n.e.c.",0.404359146571978
"39_2009",39,2009,"Other non-ferrous ores n.e.c.",0.403798134143784
"39_2010",39,2010,"Other non-ferrous ores n.e.c.",0.68241537657375
"39_2011",39,2011,"Other non-ferrous ores n.e.c.",0.306667391292796
"39_2012",39,2012,"Other non-ferrous ores n.e.c.",0.208671523952828
"39_2013",39,2013,"Other non-ferrous ores n.e.c.",0.390467682930262
"39_2014",39,2014,"Other non-ferrous ores n.e.c.",0.463245562935863
"39_2015",39,2015,"Other non-ferrous ores n.e.c.",0.551812240640079
"39_2016",39,2016,"Other non-ferrous ores n.e.c.",1.07069251712431
"39_2017",39,2017,"Other non-ferrous ores n.e.c.",0.85576175132554
"39_2018",39,2018,"Other non-ferrous ores n.e.c.",0.220135022111481
"39_2019",39,2019,"Other non-ferrous ores n.e.c.",0.440214324048809
"40_2002",40,2002,"Other non-ferrous ores n.e.c.",0.00175832000732422
"40_2003",40,2003,"Other non-ferrous ores n.e.c.",0.0062265202012006
"40_2005",40,2005,"Other non-ferrous ores n.e.c.",0.00645751963512944
"40_2006",40,2006,"Other non-ferrous ores n.e.c.",0.00216514646690219
"40_2007",40,2007,"Other non-ferrous ores n.e.c.",0.000306842897422641
"40_2011",40,2011,"Other non-ferrous ores n.e.c.",0.0290118204956055
"40_2012",40,2012,"Other non-ferrous ores n.e.c.",0.115427311556468
"40_2013",40,2013,"Other non-ferrous ores n.e.c.",0.00726081690242992
"40_2014",40,2014,"Other non-ferrous ores n.e.c.",0.00693330879743987
"40_2015",40,2015,"Other non-ferrous ores n.e.c.",0.00120668938371247
"41_2008",41,2008,"Gold",0.0102576250725241
"41_2009",41,2009,"Gold",0.016599697491096
"41_2016",41,2016,"Gold",1.6993943158318e-05
"45_2007",45,2007,"Other non-ferrous ores n.e.c.",0.00969220709228516
"45_2009",45,2009,"Other non-ferrous ores n.e.c.",0.00264332281494141
"45_2010",45,2010,"Other non-ferrous ores n.e.c.",0.0276252658045152
"45_2011",45,2011,"Other non-ferrous ores n.e.c.",0.0123355776367187
"45_2012",45,2012,"Other non-ferrous ores n.e.c.",0.00616781201171875
"45_2014",45,2014,"Other non-ferrous ores n.e.c.",0.00600889389959597
"46_2008",46,2008,"Other non-ferrous ores n.e.c.",0.0271531310017904
"46_2009",46,2009,"Other non-ferrous ores n.e.c.",0.01152120185499
"46_2010",46,2010,"Other non-ferrous ores n.e.c.",0.0664975893310547
"46_2016",46,2016,"Other non-ferrous ores n.e.c.",1.37484470741422e-05
"49_2001",49,2001,"Other non-ferrous ores n.e.c.",0.297664289686973
"49_2002",49,2002,"Other non-ferrous ores n.e.c.",0.491483266049613
"49_2003",49,2003,"Other non-ferrous ores n.e.c.",0.126916731780886
"49_2004",49,2004,"Other non-ferrous ores n.e.c.",0.819430819066904
"49_2005",49,2005,"Other non-ferrous ores n.e.c.",1.65886341691248
"49_2006",49,2006,"Other non-ferrous ores n.e.c.",0.1344880775843
"49_2007",49,2007,"Other non-ferrous ores n.e.c.",0.379999227860993
"49_2008",49,2008,"Other non-ferrous ores n.e.c.",0.0637255721126781
"49_2009",49,2009,"Other non-ferrous ores n.e.c.",0.0311024505859375
"49_2010",49,2010,"Other non-ferrous ores n.e.c.",0.00353975122070312
"49_2011",49,2011,"Other non-ferrous ores n.e.c.",0.0115055503540039
"49_2012",49,2012,"Other non-ferrous ores n.e.c.",0.114741445599246
"49_2013",49,2013,"Other non-ferrous ores n.e.c.",0.0271841299108169
"49_2014",49,2014,"Other non-ferrous ores n.e.c.",0.0610253272324506
"49_2015",49,2015,"Other non-ferrous ores n.e.c.",0.125093735849179
"49_2016",49,2016,"Other non-ferrous ores n.e.c.",0.291103272164618
"49_2017",49,2017,"Other non-ferrous ores n.e.c.",0.0570768654658299
"49_2018",49,2018,"Other non-ferrous ores n.e.c.",0.0882283345442229
"49_2019",49,2019,"Other non-ferrous ores n.e.c.",0.0719588419210995
"52_2009",52,2009,"Other non-ferrous ores n.e.c.",0.00916330223125383
"54_2005",54,2005,"Other non-ferrous ores n.e.c.",0.0189855724867877
"54_2007",54,2007,"Other non-ferrous ores n.e.c.",0.0202646900869332
"55_2011",55,2011,"Other non-ferrous ores n.e.c.",0.114854704516841
"55_2012",55,2012,"Other non-ferrous ores n.e.c.",0.00976305938720703
"55_2016",55,2016,"Other non-ferrous ores n.e.c.",0.00689855055793313
"57_2001",57,2001,"Other non-ferrous ores n.e.c.",0.0810898666094612
"57_2002",57,2002,"Other non-ferrous ores n.e.c.",0.225799131788545
"57_2003",57,2003,"Other non-ferrous ores n.e.c.",0.458658611093558
"57_2004",57,2004,"Other non-ferrous ores n.e.c.",0.857508144401999
"57_2005",57,2005,"Other non-ferrous ores n.e.c.",0.859302137761613
"57_2006",57,2006,"Other non-ferrous ores n.e.c.",0.483278535739076
"57_2007",57,2007,"Other non-ferrous ores n.e.c.",0.602918048157456
"57_2008",57,2008,"Other non-ferrous ores n.e.c.",0.389519506726553
"57_2009",57,2009,"Other non-ferrous ores n.e.c.",0.177834589428472
"57_2010",57,2010,"Other non-ferrous ores n.e.c.",0.328995167835669
"57_2011",57,2011,"Other non-ferrous ores n.e.c.",0.224001379010129
"57_2012",57,2012,"Other non-ferrous ores n.e.c.",0.0952603244018555
"57_2013",57,2013,"Other non-ferrous ores n.e.c.",0.170490263247501
"57_2014",57,2014,"Other non-ferrous ores n.e.c.",0.15453019115086
"57_2015",57,2015,"Other non-ferrous ores n.e.c.",0.245290215890682
"57_2016",57,2016,"Other non-ferrous ores n.e.c.",0.79509677541456
"57_2017",57,2017,"Other non-ferrous ores n.e.c.",0.563512042545333
"57_2018",57,2018,"Other non-ferrous ores n.e.c.",0.357776733114086
"57_2019",57,2019,"Other non-ferrous ores n.e.c.",0.619934367165719
"59_2001",59,2001,"Other non-ferrous ores n.e.c.",0.0106086829833984
"59_2002",59,2002,"Other non-ferrous ores n.e.c.",0.0120145605016372
"59_2003",59,2003,"Other non-ferrous ores n.e.c.",0.143075793592027
"59_2004",59,2004,"Other non-ferrous ores n.e.c.",0.010611557800293
"59_2005",59,2005,"Other non-ferrous ores n.e.c.",0.0238709725952148
"59_2006",59,2006,"Other non-ferrous ores n.e.c.",0.261317115652286
"59_2007",59,2007,"Other non-ferrous ores n.e.c.",0.0424461580810547
"59_2008",59,2008,"Other non-ferrous ores n.e.c.",0.0442127453613281
"59_2009",59,2009,"Other non-ferrous ores n.e.c.",0.135282696459961
"59_2010",59,2010,"Other non-ferrous ores n.e.c.",1.09069391084367
"59_2011",59,2011,"Other non-ferrous ores n.e.c.",0.138618588610361
"59_2012",59,2012,"Other non-ferrous ores n.e.c.",0.37300171186667
"59_2013",59,2013,"Other non-ferrous ores n.e.c.",0.269235116410558
"59_2014",59,2014,"Other non-ferrous ores n.e.c.",0.347251535995902
"59_2015",59,2015,"Other non-ferrous ores n.e.c.",0.166504610388184
"59_2016",59,2016,"Other non-ferrous ores n.e.c.",0.102870229796406
"59_2017",59,2017,"Other non-ferrous ores n.e.c.",0.0527233273485371
"59_2018",59,2018,"Other non-ferrous ores n.e.c.",0.0323135673471488
"59_2019",59,2019,"Other non-ferrous ores n.e.c.",0.00265217456054687
"60_2007",60,2007,"Other non-ferrous ores n.e.c.",0.00307445718922335
"60_2009",60,2009,"Other non-ferrous ores n.e.c.",0.0122526723146925
"60_2010",60,2010,"Other non-ferrous ores n.e.c.",0.00584264758803424
"60_2011",60,2011,"Other non-ferrous ores n.e.c.",0.0105604257510915
"60_2014",60,2014,"Other non-ferrous ores n.e.c.",0.00354329919433594
"63_2007",63,2007,"Iron Ore",0.000484511258473116
"63_2009",63,2009,"Iron Ore",0.0523892258683747
"63_2010",63,2010,"Iron Ore",0.0762621172731886
"63_2012",63,2012,"Iron Ore",0.0460497373106713
"63_2014",63,2014,"Iron Ore",0.000429144763901654
"67_2005",67,2005,"Other non-ferrous ores n.e.c.",0.0525594088591931
"67_2006",67,2006,"Other non-ferrous ores n.e.c.",0.00880386075726678
"67_2007",67,2007,"Other non-ferrous ores n.e.c.",0.130151794815841
"67_2008",67,2008,"Other non-ferrous ores n.e.c.",0.0550114580087699
"67_2009",67,2009,"Other non-ferrous ores n.e.c.",0.00973716076660156
"67_2010",67,2010,"Other non-ferrous ores n.e.c.",0.0272787176764993
"67_2011",67,2011,"Other non-ferrous ores n.e.c.",0.0610268341866287
"67_2012",67,2012,"Other non-ferrous ores n.e.c.",0.000652681316061581
"67_2017",67,2017,"Other non-ferrous ores n.e.c.",0.00261744579336129
"70_2003",70,2003,"Other non-ferrous ores n.e.c.",0.000906401513671875
"70_2004",70,2004,"Other non-ferrous ores n.e.c.",0.000885558471679687
"71_2005",71,2005,"Other non-ferrous ores n.e.c.",0.00172921636962891
"71_2014",71,2014,"Other non-ferrous ores n.e.c.",0.00172922479248047
"72_2003",72,2003,"unknown",0.0235111136146695
"72_2005",72,2005,"unknown",0.00115044946935317
"72_2006",72,2006,"unknown",0.15524766113377
"72_2007",72,2007,"unknown",0.0263720416781556
"72_2008",72,2008,"unknown",0.256495164375335
"72_2009",72,2009,"unknown",0.588478646042529
"72_2010",72,2010,"unknown",0.255162826084511
"72_2012",72,2012,"unknown",0.00618527270507812
"72_2014",72,2014,"unknown",0.110155163494035
"72_2015",72,2015,"unknown",0.0100282195628447
"72_2016",72,2016,"unknown",0.00115044409490847
"72_2019",72,2019,"unknown",0.000745021325204887
"73_2014",73,2014,"unknown",0.00501263884085861
"74_2006",74,2006,"unknown",0.00415832941391889
"75_2003",75,2003,"unknown",0.000881937927246094
"75_2005",75,2005,"unknown",0.000881915466308594
"75_2007",75,2007,"unknown",0.00352787780761719
"75_2008",75,2008,"unknown",0.00176392333984375
"75_2010",75,2010,"unknown",0.00176389276123047
"75_2011",75,2011,"unknown",0.0211666096191406
"75_2014",75,2014,"unknown",0.00264583544921875
"75_2015",75,2015,"unknown",0.0840814040017521
"75_2016",75,2016,"unknown",0.134052935302734
"75_2017",75,2017,"unknown",2.02315145245361
"75_2018",75,2018,"unknown",1.10737822717309
"75_2019",75,2019,"unknown",0.47839876965715
"76_2002",76,2002,"Other non-ferrous ores n.e.c.",0.00355269879868451
"76_2007",76,2007,"Other non-ferrous ores n.e.c.",0.00546420727539062
"76_2008",76,2008,"Other non-ferrous ores n.e.c.",0.00171944786089729
"76_2009",76,2009,"Other non-ferrous ores n.e.c.",0.0150243579711914
"76_2010",76,2010,"Other non-ferrous ores n.e.c.",0.0266341805419922
"76_2011",76,2011,"Other non-ferrous ores n.e.c.",0.00751233062744141
"76_2013",76,2013,"Other non-ferrous ores n.e.c.",0.0176609924416935
"76_2014",76,2014,"Other non-ferrous ores n.e.c.",0.0415337280431411
"76_2015",76,2015,"Other non-ferrous ores n.e.c.",0.0416111439460306
"76_2016",76,2016,"Other non-ferrous ores n.e.c.",0.0521787686250574
"76_2017",76,2017,"Other non-ferrous ores n.e.c.",0.0399353852285348
"76_2018",76,2018,"Other non-ferrous ores n.e.c.",0.0121033995246438
"78_2001",78,2001,"Other non-ferrous ores n.e.c.",0.00684153065041935
"78_2004",78,2004,"Other non-ferrous ores n.e.c.",0.000782118772020527
"78_2005",78,2005,"Other non-ferrous ores n.e.c.",0.000672831237792969
"78_2006",78,2006,"Other non-ferrous ores n.e.c.",0.0334825245892693
"78_2007",78,2007,"Other non-ferrous ores n.e.c.",0.000517170458505668
"78_2008",78,2008,"Other non-ferrous ores n.e.c.",0.00901376038243911
"78_2009",78,2009,"Other non-ferrous ores n.e.c.",0.00466637972555722
"78_2010",78,2010,"Other non-ferrous ores n.e.c.",0.000190235535386029
"78_2011",78,2011,"Other non-ferrous ores n.e.c.",0.00246675517123353
"78_2012",78,2012,"Other non-ferrous ores n.e.c.",0.00460394816104664
"78_2013",78,2013,"Other non-ferrous ores n.e.c.",0.00313709158361098
"78_2014",78,2014,"Other non-ferrous ores n.e.c.",0.0022640737977271
"78_2018",78,2018,"Other non-ferrous ores n.e.c.",0.00077705906048943
"90_2001",90,2001,"Nickel",0.001362669921875
"90_2010",90,2010,"Nickel",0.000611882615272672
"90_2011",90,2011,"Nickel",0.00136271887207031
"275_2004",275,2004,"unknown",0.00608872143554687
"275_2005",275,2005,"unknown",0.00152220068359375
"275_2007",275,2007,"unknown",0.00152218969726562
"275_2011",275,2011,"unknown",0.00375471214599609
"275_2014",275,2014,"unknown",0.00152218316650391
"325_2013",325,2013,"Other non-ferrous ores n.e.c.",0.000755561584472656
"339_2011",339,2011,"Coal",0.000559885131835937
"412_2008",412,2008,"Copper",0.000577220361595167
"412_2008",412,2008,"Other non-ferrous ores n.e.c.",4.24817193446305e-05
"425_2006",425,2006,"Copper",0.00226043919246898
"427_2002",427,2002,"Copper",0.021175669112282
"427_2002",427,2002,"Other non-ferrous ores n.e.c.",0.00648742711837819
"427_2005",427,2005,"Copper",0.00155719668047261
"427_2005",427,2005,"Other non-ferrous ores n.e.c.",0.000501422902477763
"427_2007",427,2007,"Other non-ferrous ores n.e.c.",0.000694439569929534
"427_2009",427,2009,"Other non-ferrous ores n.e.c.",0.00418264782714844
"427_2012",427,2012,"Other non-ferrous ores n.e.c.",0.00139419494628906
"427_2014",427,2014,"Copper",0.00115789542911804
"427_2014",427,2014,"Other non-ferrous ores n.e.c.",0.000236312639729623
"430_2002",430,2002,"Nickel",0.0096768599747717
"430_2002",430,2002,"Other non-ferrous ores n.e.c.",0.000536665171712698
"430_2003",430,2003,"Nickel",0.0117768435475946
"430_2003",430,2003,"Other non-ferrous ores n.e.c.",0.000794255207288196
"430_2004",430,2004,"Nickel",0.0395751409492863
"430_2004",430,2004,"Other non-ferrous ores n.e.c.",0.00285754539104567
"430_2005",430,2005,"Nickel",0.00074003901805159
"430_2005",430,2005,"Other non-ferrous ores n.e.c.",4.58593584132537e-05
"430_2006",430,2006,"Nickel",0.027265854268692
"430_2006",430,2006,"Other non-ferrous ores n.e.c.",0.00181288004527276
"430_2007",430,2007,"Nickel",0.0154501055278776
"430_2007",430,2007,"Other non-ferrous ores n.e.c.",0.00105521112251301
"430_2008",430,2008,"Nickel",0.00811181468565972
"430_2008",430,2008,"Other non-ferrous ores n.e.c.",0.000536463329477004
"430_2009",430,2009,"Nickel",0.000733374015111618
"430_2009",430,2009,"Other non-ferrous ores n.e.c.",5.22615439704128e-05
"430_2011",430,2011,"Nickel",0.0154234217563522
"430_2011",430,2011,"Other non-ferrous ores n.e.c.",0.00107963952294466
"433_2007",433,2007,"Gold",0.0108576327033548
"433_2009",433,2009,"Gold",0.000251567634133732
"435_2002",435,2002,"Copper",0.00865900642089844
"435_2003",435,2003,"Copper",0.000871734008789062
"435_2004",435,2004,"Copper",0.0435866318969727
"435_2005",435,2005,"Copper",0.00174344873046875
"435_2006",435,2006,"Copper",0.248455388769531
"435_2007",435,2007,"Copper",0.0331236547241211
"435_2008",435,2008,"Copper",0.0165619725952148
"435_2009",435,2009,"Copper",0.00523005499267578
"435_2010",435,2010,"Copper",0.00174335650634766
"437_2001",437,2001,"Coal",0.0342865490722656
"437_2002",437,2002,"Coal",0.00470617260742187
"437_2003",437,2003,"Coal",0.007070876953125
"437_2004",437,2004,"Coal",0.281307889045745
"437_2005",437,2005,"Coal",0.0516608064838484
"437_2006",437,2006,"Coal",0.224362421051863
"437_2007",437,2007,"Coal",0.0446448685058594
"437_2008",437,2008,"Coal",0.00711492003891889
"437_2009",437,2009,"Coal",0.0207070717940985
"437_2010",437,2010,"Coal",0.0247708427645814
"437_2011",437,2011,"Coal",0.00549381594549441
"437_2012",437,2012,"Coal",0.0155484361093559
"437_2013",437,2013,"Coal",0.00265912649476294
"437_2016",437,2016,"Coal",0.0156928319599226
"437_2017",437,2017,"Coal",0.0113268041331572
"437_2018",437,2018,"Coal",0.00191094021666284
"437_2019",437,2019,"Coal",0.000673543762207031
"441_2003",441,2003,"U3O8",0.00174478057861328
"441_2004",441,2004,"U3O8",0.00125897714269301
"441_2005",441,2005,"U3O8",0.013086114440918
"441_2006",441,2006,"U3O8",0.00695190138585708
"441_2008",441,2008,"U3O8",0.00348959558105469
"441_2009",441,2009,"U3O8",0.00348950946044922
"441_2012",441,2012,"U3O8",0.0104690117797852
"441_2013",441,2013,"U3O8",0.0122135474853516
"441_2014",441,2014,"U3O8",0.0113414227905273
"441_2015",441,2015,"U3O8",0.00087240478515625
"442_2001",442,2001,"unknown",0.00785575164794922
"442_2002",442,2002,"unknown",0.00436436663818359
"442_2003",442,2003,"unknown",0.0331706180419922
"442_2004",442,2004,"unknown",0.0493339423361386
"442_2005",442,2005,"unknown",0.116091341064453
"442_2006",442,2006,"unknown",0.185522029128609
"442_2007",442,2007,"unknown",0.14024155682373
"442_2008",442,2008,"unknown",0.183295901000977
"442_2009",442,2009,"unknown",0.183100249120136
"442_2010",442,2010,"unknown",0.280806648370002
"442_2011",442,2011,"unknown",0.21540913845143
"442_2012",442,2012,"unknown",0.131201998161525
"442_2013",442,2013,"unknown",0.104982830376599
"442_2014",442,2014,"unknown",0.0263925960683785
"442_2015",442,2015,"unknown",0.049698046717266
"442_2016",442,2016,"unknown",0.00361489693962546
"446_2001",446,2001,"Copper",0.00340349870793401
