snl_id,hcluster_id,commodities_list,country_name,country_isoa3
64665,00000000000000003395,Coal,Brazil,BRA
79522,00000000000000011488,"Gold,Copper,Molybdenum",Mexico,MEX
68289,00000000000000015709,Coal,Ukraine,UKR
63154,00000000000000012539,Coal,Mozambique,MOZ
32960,00000000000000003396,Diamonds,Brazil,BRA
66178,00000000000000000429,Coal,Australia,AUS
65525,00000000000000004051,"Gold,Diamonds",Canada,CAN
29968,00000000000000000430,Gold,Australia,AUS
63665,00000000000000000430,Gold,Australia,AUS
65760,00000000000000004052,"Gold,Silver",Canada,CAN
67655,00000000000000012293,Coal,Mongolia,MNG
29336,00000000000000004053,"Nickel,Copper,Cobalt",Canada,CAN
35020,00000000000000012719,Diamonds,Namibia,NAM
52308,00000000000000004054,"Gold,Silver,Copper,Zinc",Canada,CAN
69163,00000000000000015709,Coal,Ukraine,UKR
68077,00000000000000017839,Gold,Zambia,ZMB
68074,00000000000000017840,Gold,Zambia,ZMB
68075,00000000000000017841,Gold,Zambia,ZMB
68076,00000000000000017840,Gold,Zambia,ZMB
66349,00000000000000012610,"Gold,Copper,Lead,Zinc,Barite",Mauritania,MRT
69188,00000000000000015709,Coal,Ukraine,UKR
69965,00000000000000015709,Coal,Ukraine,UKR
32823,00000000000000003397,Diamonds,Brazil,BRA
54791,00000000000000017570,"Platinum,Palladium,Rhodium",South Africa,ZAF
54049,00000000000000004055,"Gold,Silver",Canada,CAN
63065,00000000000000012611,Gold,Mauritania,MRT
63063,00000000000000012612,U3O8,Mauritania,MRT
81570,00000000000000008793,"Copper,Cobalt,Silver",Democratic Republic of The Congo,COD
74796,00000000000000015792,"Copper,Silver,Gold,Zinc,Molybdenum,Tungsten",United States,USA
38098,00000000000000004056,Gold,Canada,CAN
58124,00000000000000004057,Coal,Canada,CAN
65746,00000000000000004058,Graphite,Canada,CAN
32550,00000000000000004059,"Diamonds,Gold,Silver,Copper,Bismuth",Canada,CAN
39777,00000000000000015793,U3O8,United States,USA
32825,00000000000000003396,Diamonds,Brazil,BRA
64306,00000000000000004060,U3O8,Canada,CAN
30350,00000000000000004061,"Gold,Silver",Canada,CAN
34620,00000000000000015794,"Zinc,Lead,Silver,Copper",United States,USA
64963,00000000000000004062,Gold,Canada,CAN
50944,00000000000000012540,Coal,Mozambique,MOZ
25295,00000000000000015795,Gold,United States,USA
60420,00000000000000004063,Gold,Canada,CAN
34073,00000000000000010832,"Copper,Silver,Zinc",Kazakhstan,KAZ
69010,00000000000000015709,Coal,Ukraine,UKR
69071,00000000000000015710,Coal,Ukraine,UKR
27791,00000000000000015796,Copper,United States,USA
28944,00000000000000003398,Gold,Brazil,BRA
69140,00000000000000015709,Coal,Ukraine,UKR
76312,00000000000000012541,Graphite,Mozambique,MOZ
59744,00000000000000000431,"Silver,Lead,Zinc,Gold,U3O8,Copper,Manganese",Australia,AUS
31724,00000000000000007147,Diamonds,China,CHN
31725,00000000000000007148,Diamonds,China,CHN
49948,00000000000000000432,"Copper,Gold,Silver",Australia,AUS
66217,00000000000000013972,Coal,Russian Federation,RUS
58928,00000000000000000092,Gold,Argentina,ARG
57785,00000000000000004060,Gold,Canada,CAN
55680,00000000000000007149,Gold,China,CHN
63073,00000000000000012613,Gold,Mauritania,MRT
55681,00000000000000007150,Gold,China,CHN
55682,00000000000000007150,Gold,China,CHN
55683,00000000000000007150,Gold,China,CHN
55684,00000000000000007150,Gold,China,CHN
51320,00000000000000015797,Coal,United States,USA
35760,00000000000000000093,Iron Ore,Argentina,ARG
56412,00000000000000004064,"Copper,Gold",Canada,CAN
68421,00000000000000015797,Coal,United States,USA
68597,00000000000000015797,Coal,United States,USA
68422,00000000000000015797,Coal,United States,USA
68596,00000000000000015797,Coal,United States,USA
41336,00000000000000015798,Coal,United States,USA
27403,00000000000000015799,Gold,United States,USA
26388,00000000000000000433,Gold,Australia,AUS
49616,00000000000000010078,Coal,Indonesia,IDN
39986,00000000000000010079,Coal,Indonesia,IDN
31356,00000000000000017571,Diamonds,South Africa,ZAF
54612,00000000000000004065,"Gold,Silver",Canada,CAN
30791,00000000000000003399,Gold,Brazil,BRA
40079,00000000000000010080,Coal,Indonesia,IDN
31578,00000000000000003400,Diamonds,Brazil,BRA
59071,00000000000000013973,Iron Ore,Russian Federation,RUS
37802,00000000000000010833,Coal,Kazakhstan,KAZ
27330,00000000000000012926,"Lead,Zinc",Federal Republic of Nigeria,NGA
33002,00000000000000013974,Iron Ore,Russian Federation,RUS
69371,00000000000000013975,Coal,Russian Federation,RUS
61645,00000000000000012892,U3O8,Niger,NER
69064,00000000000000015709,Coal,Ukraine,UKR
60226,00000000000000009214,U3O8,Algeria,DZA
49660,00000000000000013976,Coal,Russian Federation,RUS
69173,00000000000000013972,Coal,Russian Federation,RUS
41645,00000000000000010438,Coal,India,IND
79805,00000000000000010663,"Zinc,Lead,Silver,Copper",Ireland,IRL
65311,00000000000000004066,Gold,Canada,CAN
30412,00000000000000004067,"Silver,Lead,Zinc,Gold",Canada,CAN
54254,00000000000000004068,"Lead,Zinc,Silver",Canada,CAN
57812,00000000000000000434,"Gold,Copper,Zinc",Australia,AUS
36102,00000000000000000435,"U3O8,Gold,Iron Ore,Phosphate",Australia,AUS
80067,00000000000000008681,Gold,Republic of Côte d'Ivoire,CIV
25717,00000000000000004060,"Zinc,Silver,Gold,Copper",Canada,CAN
65652,00000000000000014981,"Gold,Copper,Zinc,Lead,Nickel",Federal Republic of Somalia,SOM
54310,00000000000000004069,"Gold,Copper,Nickel,Platinum,Palladium,Rhodium",Canada,CAN
52997,00000000000000000430,Gold,Australia,AUS
35765,00000000000000012893,U3O8,Niger,NER
61127,00000000000000012720,"Vanadium,Lead,Zinc,Copper,Lanthanides",Namibia,NAM
65642,00000000000000008682,Gold,Republic of Côte d'Ivoire,CIV
67170,00000000000000008683,Gold,Republic of Côte d'Ivoire,CIV
52954,00000000000000000436,Gold,Australia,AUS
68594,00000000000000015800,Coal,United States,USA
33953,00000000000000004070,U3O8,Canada,CAN
27075,00000000000000000437,"Tin,Tungsten,Magnetite,Iron Ore",Australia,AUS
26798,00000000000000014884,Gold,Sudan,SDN
39606,00000000000000004071,Gold,Canada,CAN
38796,00000000000000009694,Coal,United Kingdom,GBR
61605,00000000000000009451,"Gold,Silver",Ethiopia,ETH
27983,00000000000000004060,Copper,Canada,CAN
30438,00000000000000004060,Gold,Canada,CAN
53928,00000000000000004060,"Copper,Zinc,Lead,Gold,Nickel,Silver",Canada,CAN
53965,00000000000000004060,Gold,Canada,CAN
31362,00000000000000004072,"Copper,Zinc,Silver,Gold",Canada,CAN
32899,00000000000000004073,Diamonds,Canada,CAN
57128,00000000000000004074,Gold,Canada,CAN
50003,00000000000000010080,Coal,Indonesia,IDN
51772,00000000000000015797,Coal,United States,USA
33944,00000000000000000438,Diamonds,Australia,AUS
74755,00000000000000003401,Iron Ore,Brazil,BRA
57007,00000000000000013595,"Gold,Zinc",Philippines,PHL
67737,00000000000000008684,Gold,Republic of Côte d'Ivoire,CIV
38958,00000000000000012682,Coal,Malaysia,MYS
35330,00000000000000012894,U3O8,Niger,NER
53210,00000000000000009736,Gold,Ghana,GHA
67565,00000000000000010793,"Copper,Gold",Jamaica,JAM
65576,00000000000000000411,Iron Ore,Armenia,ARM
65000,00000000000000015801,"Gold,Silver,Zinc,Lead,Tungsten,Barite,Copper",United States,USA
31365,00000000000000000439,"Lead,Silver,Copper,Gold,Zinc",Australia,AUS
62531,00000000000000013596,Gold,Philippines,PHL
75515,00000000000000004075,U3O8,Canada,CAN
69991,00000000000000015709,Coal,Ukraine,UKR
39705,00000000000000015802,Coal,United States,USA
32024,00000000000000010834,"Gold,Silver",Kazakhstan,KAZ
61220,00000000000000011090,Coal,Kyrgyzstan,KGZ
61221,00000000000000011091,"Antimony,Gold",Kyrgyzstan,KGZ
32185,00000000000000009309,Tin,Egypt,EGY
50122,00000000000000009309,"Tantalum,Tin",Egypt,EGY
60220,00000000000000009310,Ilmenite,Egypt,EGY
29210,00000000000000009311,"Gold,Copper,Silver,Zinc,Lead,Tungsten",Egypt,EGY
60223,00000000000000009312,Phosphate,Egypt,EGY
54531,00000000000000007151,Gold,China,CHN
79950,00000000000000008685,Gold,Republic of Côte d'Ivoire,CIV
67963,00000000000000015797,Coal,United States,USA
35262,00000000000000000440,Iron Ore,Australia,AUS
56843,00000000000000000440,"Copper,Zinc,Lead,Gold,Silver",Australia,AUS
63281,00000000000000000440,Lithium,Australia,AUS
29334,00000000000000010835,"Copper,Zinc,Gold,Silver,Lead",Kazakhstan,KAZ
57136,00000000000000015803,Gold,United States,USA
53803,00000000000000004076,"Gold,Silver,Copper,Lead,Zinc",Canada,CAN
58042,00000000000000000441,U3O8,Australia,AUS
37422,00000000000000000442,"U3O8,Zinc,Lead,Gold",Australia,AUS
34670,00000000000000008939,"Copper,Molybdenum",Colombia,COL
29873,00000000000000013185,"Gold,Silver",Peru,PER
58991,00000000000000003402,Gold,Brazil,BRA
62379,00000000000000003403,Tungsten,Brazil,BRA
29184,00000000000000013186,"Zinc,Lead,Copper,Gold,Silver,Molybdenum",Peru,PER
36421,00000000000000009736,Gold,Ghana,GHA
63799,00000000000000012721,Gold,Namibia,NAM
76593,00000000000000015804,Coal,United States,USA
61647,00000000000000004077,U3O8,Canada,CAN
53123,00000000000000010081,Gold,Indonesia,IDN
60569,00000000000000010082,"Copper,Gold",Indonesia,IDN
38886,00000000000000008940,Iron Ore,Colombia,COL
55649,00000000000000013187,"Copper,Gold,Silver,Molybdenum",Peru,PER
27893,00000000000000003296,"Gold,Antimony",Bolivia,BOL
65570,00000000000000000443,"Zinc,Lead,Copper,Gold,Silver",Australia,AUS
30005,00000000000000011361,"Tin,Gold",Morocco,MAR
57129,00000000000000004078,Tungsten,Canada,CAN
58232,00000000000000004079,Tungsten,Canada,CAN
31679,00000000000000013597,"Nickel,Cobalt,Palladium,Platinum,Chromite,Chromium,Copper",Philippines,PHL
40226,00000000000000017572,Coal,South Africa,ZAF
38206,00000000000000015805,Coal,United States,USA
33226,00000000000000000444,"Gold,Nickel",Australia,AUS
59981,00000000000000000445,"Copper,Gold,U3O8",Australia,AUS
26779,00000000000000013598,"Gold,Silver",Philippines,PHL
34538,00000000000000014836,Gold,Saudi Arabia,SAU
36157,00000000000000000446,Gold,Australia,AUS
55264,00000000000000004080,"Gold,Silver,Copper,Lead",Canada,CAN
36034,00000000000000015082,Copper,Sweden,SWE
70803,00000000000000004081,"Gold,Copper,Zinc",Canada,CAN
77289,00000000000000004082,Diamonds,Canada,CAN
50682,00000000000000013847,Coal,Poland,POL
24483,00000000000000015806,"Gold,Silver",United States,USA
50057,00000000000000004083,Coal,Canada,CAN
59075,00000000000000004060,"Iron Ore,Magnetite",Canada,CAN
31773,00000000000000004084,Gold,Canada,CAN
63232,00000000000000004076,"Copper,Gold",Canada,CAN
26014,00000000000000004076,"Silver,Gold,Zinc,Lead",Canada,CAN
53468,00000000000000004076,"Silver,Gold,Copper,Zinc,Lead",Canada,CAN
64535,00000000000000004085,"Gold,Silver",Canada,CAN
41583,00000000000000015331,"Zinc,Lead",Turkey,TUR
29698,00000000000000004060,Gold,Canada,CAN
61817,00000000000000004060,Gold,Canada,CAN
28981,00000000000000009736,Gold,Ghana,GHA
54320,00000000000000011489,"Silver,Gold",Mexico,MEX
58529,00000000000000000447,"Potash,Potassium Oxide",Australia,AUS
41181,00000000000000015807,Coal,United States,USA
51664,00000000000000015807,Coal,United States,USA
41438,00000000000000015805,Coal,United States,USA
51667,00000000000000015808,Coal,United States,USA
50217,00000000000000004086,Gold,Canada,CAN
55700,00000000000000004087,Gold,Canada,CAN
25864,00000000000000004088,Gold,Canada,CAN
26069,00000000000000004089,Gold,Canada,CAN
68994,00000000000000015809,Coal,United States,USA
25093,00000000000000015810,"Gold,Silver",United States,USA
31387,00000000000000000448,"Diamonds,Phosphate",Australia,AUS
34006,00000000000000000449,"Gold,Silver,Copper,Lead,Zinc,Rare Earth Elements,Neodymium,Praseodymium,Europium,Scandium",Australia,AUS
67630,00000000000000000450,Gold,Australia,AUS
40468,00000000000000011490,"Copper,Gold,Silver",Mexico,MEX
30840,00000000000000000451,Gold,Australia,AUS
78577,00000000000000004090,Lithium,Canada,CAN
60536,00000000000000010439,Bauxite,India,IND
35877,00000000000000009730,"Copper,Lead,Zinc,Gold,Silver",Georgia,GEO
40240,00000000000000010083,Coal,Indonesia,IDN
37537,00000000000000013599,Nickel,Philippines,PHL
66195,00000000000000000452,Coal,Australia,AUS
27586,00000000000000000453,"Zinc,Lead,Silver,Barite",Australia,AUS
26363,00000000000000000454,Gold,Australia,AUS
35960,00000000000000000455,U3O8,Australia,AUS
58379,00000000000000009341,"Copper,Zinc,Lead,Gold",Eritrea,ERI
58249,00000000000000009452,Nickel,Ethiopia,ETH
29032,00000000000000009453,Gold,Ethiopia,ETH
55913,00000000000000013188,"Copper,Lead,Zinc",Peru,PER
70518,00000000000000013896,Tungsten,Portugal,PRT
30479,00000000000000015284,"Lead,Silver",Tajikistan,TJK
66113,00000000000000004091,"Silver,Gold,Copper,Zinc,Lead",Canada,CAN
68973,00000000000000015811,Coal,United States,USA
55373,00000000000000004092,Molybdenum,Canada,CAN
37304,00000000000000006816,Iron Ore,Chile,CHL
40385,00000000000000010440,Coal,India,IND
53068,00000000000000008794,Gold,Democratic Republic of The Congo,COD
27700,00000000000000015812,Gold,United States,USA
70329,00000000000000004084,Gold,Canada,CAN
41188,00000000000000015797,Coal,United States,USA
67611,00000000000000000456,Gold,Australia,AUS
49996,00000000000000009454,"Gold,Copper,Silver",Ethiopia,ETH
60369,00000000000000004093,Lanthanides,Canada,CAN
53090,00000000000000010084,Gold,Indonesia,IDN
39359,00000000000000004094,Diamonds,Canada,CAN
31879,00000000000000004095,"Copper,Nickel,Platinum,Palladium",Canada,CAN
41291,00000000000000013977,Gold,Russian Federation,RUS
38036,00000000000000009455,Gold,Ethiopia,ETH
64599,00000000000000009456,"Potash,Potassium Oxide",Ethiopia,ETH
26797,00000000000000008686,Gold,Republic of Côte d'Ivoire,CIV
53112,00000000000000000457,Gold,Australia,AUS
56694,00000000000000015813,Coal,United States,USA
34234,00000000000000004096,Diamonds,Canada,CAN
31385,00000000000000004097,Diamonds,Canada,CAN
53710,00000000000000004098,Diamonds,Canada,CAN
31352,00000000000000003922,Diamonds,Botswana,BWA
56143,00000000000000013189,"Gold,Silver,Zinc",Peru,PER
68420,00000000000000015332,Coal,Turkey,TUR
80849,00000000000000015814,Vanadium,United States,USA
56829,00000000000000012895,U3O8,Niger,NER
30702,00000000000000010836,Gold,Kazakhstan,KAZ
36381,00000000000000010085,Iron Ore,Indonesia,IDN
31215,00000000000000000412,"Copper,Molybdenum,Rhenium",Armenia,ARM
61649,00000000000000010837,U3O8,Kazakhstan,KAZ
39031,00000000000000013978,"Molybdenum,Copper,Silver",Russian Federation,RUS
26731,00000000000000013600,"Nickel,Cobalt,Gold,Copper,Iron Ore",Philippines,PHL
32880,00000000000000000458,"Gold,Silver,Copper,Lead,Zinc",Australia,AUS
55871,00000000000000015803,Gold,United States,USA
79348,00000000000000004099,"Cobalt,Silver",Canada,CAN
40499,00000000000000012927,Iron Ore,Federal Republic of Nigeria,NGA
40453,00000000000000012928,Iron Ore,Federal Republic of Nigeria,NGA
30765,00000000000000008687,Gold,Republic of Côte d'Ivoire,CIV
65643,00000000000000008688,Gold,Republic of Côte d'Ivoire,CIV
81049,00000000000000011362,"Copper,Silver,Gold",Morocco,MAR
36815,00000000000000012896,U3O8,Niger,NER
29114,00000000000000010707,Gold,Iran,IRN
31317,00000000000000010707,Gold,Iran,IRN
33063,00000000000000015333,"Gold,Silver,Copper",Turkey,TUR
28758,00000000000000013979,"Gold,Silver",Russian Federation,RUS
34508,00000000000000017571,Diamonds,South Africa,ZAF
41744,00000000000000012294,Lanthanides,Mongolia,MNG
59774,00000000000000000459,Coal,Australia,AUS
31145,00000000000000004100,"Platinum,Palladium",Canada,CAN
34832,00000000000000004095,U3O8,Canada,CAN
27406,00000000000000000460,"Gold,Nickel",Australia,AUS
70800,00000000000000008689,Gold,Republic of Côte d'Ivoire,CIV
31707,00000000000000010441,Lead,India,IND
52857,00000000000000013601,Gold,Philippines,PHL
60654,00000000000000012614,U3O8,Mauritania,MRT
26389,00000000000000000461,Gold,Australia,AUS
61651,00000000000000017440,U3O8,Uzbekistan,UZB
69986,00000000000000015711,Coal,Ukraine,UKR
69222,00000000000000015709,Coal,Ukraine,UKR
65707,00000000000000003404,Gold,Brazil,BRA
29481,00000000000000000094,"Copper,Gold",Argentina,ARG
34785,00000000000000003405,Gold,Brazil,BRA
29673,00000000000000006817,"Gold,Manganese",Chile,CHL
32041,00000000000000006818,Gold,Chile,CHL
34935,00000000000000003406,Gold,Brazil,BRA
29819,00000000000000010021,"Gold,Copper,Cobalt",Honduras,HND
64988,00000000000000006819,"Copper,Gold",Chile,CHL
39325,00000000000000006820,"Gold,Copper",Chile,CHL
63823,00000000000000006820,"Gold,Copper",Chile,CHL
74744,00000000000000003401,Iron Ore,Brazil,BRA
29221,00000000000000000095,"Copper,Gold,Molybdenum,Silver,Rhenium",Argentina,ARG
29064,00000000000000009363,"Nickel,Copper,Cobalt,Gold,Platinum,Palladium",Spain,ESP
55228,00000000000000003407,Nickel,Brazil,BRA
31248,00000000000000000096,"Gold,Silver",Argentina,ARG
64949,00000000000000012968,"Gold,Copper,Molybdenum",Nicaragua,NIC
27349,00000000000000009104,Gold,Cuba,CUB
31157,00000000000000003408,"Gold,Copper,Lead,Zinc",Brazil,BRA
36787,00000000000000006821,"Iron Ore,Titanium,Vanadium,Silica",Chile,CHL
27674,00000000000000009364,"Copper,Zinc,Silver,Lead,Gold",Spain,ESP
36969,00000000000000009736,Gold,Ghana,GHA
26205,00000000000000000097,"Zinc,Lead,Silver",Argentina,ARG
41766,00000000000000000098,"Zinc,Lead,Silver",Argentina,ARG
80158,00000000000000009365,"Copper,Lead,Zinc,Silver,Barite,Cobalt,Gold",Spain,ESP
67134,00000000000000006822,Copper,Chile,CHL
61225,00000000000000011092,Coal,Kyrgyzstan,KGZ
26687,00000000000000013602,Gold,Philippines,PHL
40350,00000000000000006820,"Copper,Gold",Chile,CHL
76860,00000000000000009736,Gold,Ghana,GHA
30762,00000000000000013980,"Copper,Tungsten",Russian Federation,RUS
30850,00000000000000009737,Gold,Ghana,GHA
65790,00000000000000004101,Gold,Canada,CAN
63528,00000000000000004102,"Gold,Silver,Copper",Canada,CAN
79220,00000000000000015083,"Cobalt,Copper,Gold",Sweden,SWE
69391,00000000000000007152,Coal,China,CHN
70841,00000000000000009487,Gold,Finland,FIN
33652,00000000000000007153,"Zinc,Lead",China,CHN
30734,00000000000000010838,"Copper,Molybdenum",Kazakhstan,KAZ
40175,00000000000000010086,Iron Ore,Indonesia,IDN
29217,00000000000000013190,"Gold,Copper",Peru,PER
69551,00000000000000009488,Copper,Finland,FIN
31771,00000000000000013981,Diamonds,Russian Federation,RUS
53910,00000000000000007154,Gold,China,CHN
35806,00000000000000000462,"U3O8,Rare Earth Elements",Australia,AUS
37391,00000000000000004103,U3O8,Canada,CAN
62640,00000000000000009215,Copper,Algeria,DZA
56653,00000000000000004104,Silver,Canada,CAN
39119,00000000000000015815,Coal,United States,USA
55999,00000000000000012295,U3O8,Mongolia,MNG
81553,00000000000000015084,Vanadium,Sweden,SWE
41512,00000000000000000463,Coal,Australia,AUS
31606,00000000000000004095,"Platinum,Palladium,Copper,Nickel,Gold",Canada,CAN
60595,00000000000000004105,"Gold,Silver,Lead,Copper,Zinc",Canada,CAN
80820,00000000000000007155,"Copper,Gold,Silver",China,CHN
27291,00000000000000015085,"Copper,Gold,Silver,Molybdenum",Sweden,SWE
65892,00000000000000015085,"Copper,Gold",Sweden,SWE
65947,00000000000000009489,Graphite,Finland,FIN
64461,00000000000000012929,Gold,Federal Republic of Nigeria,NGA
67359,00000000000000012929,Iron Ore,Federal Republic of Nigeria,NGA
69748,00000000000000007156,Coal,China,CHN
27045,00000000000000015816,Gold,United States,USA
40498,00000000000000012930,Iron Ore,Federal Republic of Nigeria,NGA
32516,00000000000000007157,Gold,China,CHN
70769,00000000000000000464,"Graphite,Lead,Zinc,Silver",Australia,AUS
27260,00000000000000004106,"Copper,Nickel",Canada,CAN
29415,00000000000000004107,"Copper,Gold,Silver",Canada,CAN
29871,00000000000000004108,Molybdenum,Canada,CAN
70294,00000000000000015711,Coal,Ukraine,UKR
70509,00000000000000015817,Gold,United States,USA
27158,00000000000000000434,Gold,Australia,AUS
78185,00000000000000010083,Coal,Indonesia,IDN
70054,00000000000000010056,Coal,Hungary,HUN
40211,00000000000000012296,Coal,Mongolia,MNG
63945,00000000000000010442,"Copper,Zinc,Lead",India,IND
24504,00000000000000015818,"Copper,Molybdenum,Gold,Silver",United States,USA
54150,00000000000000009342,Gold,Eritrea,ERI
38544,00000000000000003923,Diamonds,Botswana,BWA
27459,00000000000000009976,"Gold,Copper",Guyana,GUY
33453,00000000000000017570,"Platinum,Palladium,Rhodium,Gold,Nickel,Copper",South Africa,ZAF
70837,00000000000000009490,"Chromite,Vanadium,Platinum,Palladium,Rhodium",Finland,FIN
35835,00000000000000015334,"Gold,Silver",Turkey,TUR
29075,00000000000000004060,"Gold,Silver,Copper,Zinc,Molybdenum",Canada,CAN
76303,00000000000000004060,"Gold,Copper",Canada,CAN
53108,00000000000000010087,Gold,Indonesia,IDN
69554,00000000000000010763,Phosphate,Iraq,IRQ
70177,00000000000000010443,Coal,India,IND
30105,00000000000000010839,"Gold,Silver",Kazakhstan,KAZ
30735,00000000000000010840,"Copper,Zinc",Kazakhstan,KAZ
34707,00000000000000010841,U3O8,Kazakhstan,KAZ
61179,00000000000000010842,"Lanthanides,Yttrium",Kazakhstan,KAZ
31562,00000000000000012615,Diamonds,Mauritania,MRT
61226,00000000000000011093,Gold,Kyrgyzstan,KGZ
34633,00000000000000010843,U3O8,Kazakhstan,KAZ
28205,00000000000000010809,"Zinc,Copper,Tin",Japan,JPN
57179,00000000000000015086,"Zinc,Silver,Gold",Sweden,SWE
37496,00000000000000007158,Copper,China,CHN
79633,00000000000000011094,Gold,Kyrgyzstan,KGZ
58550,00000000000000007159,Gold,China,CHN
33071,00000000000000013982,Diamonds,Russian Federation,RUS
62747,00000000000000000413,"Copper,Gold,Silver",Armenia,ARM
66136,00000000000000011491,Graphite,Mexico,MEX
29489,00000000000000004109,"Zinc,Lead,Silver,Barite",Canada,CAN
33610,00000000000000008795,Diamonds,Democratic Republic of The Congo,COD
32457,00000000000000009738,Tantalum,Ghana,GHA
32531,00000000000000011095,"Gold,Cobalt",Kyrgyzstan,KGZ
33265,00000000000000015285,"Silver,Copper,Antimony",Tajikistan,TJK
56841,00000000000000012616,"Gold,Lead,Copper,Zinc",Mauritania,MRT
66512,00000000000000012617,"Nickel,Copper,Gold,Cobalt,Silver",Mauritania,MRT
26812,00000000000000012618,"Gold,Copper,Silver",Mauritania,MRT
30897,00000000000000011363,"Copper,Gold",Morocco,MAR
29688,00000000000000010844,Gold,Kazakhstan,KAZ
61227,00000000000000011096,Lead,Kyrgyzstan,KGZ
30004,00000000000000011364,Tin,Morocco,MAR
35752,00000000000000009739,Gold,Ghana,GHA
30020,00000000000000009736,Gold,Ghana,GHA
51028,00000000000000008766,Iron Ore,Republic of Cameroon,CMR
52788,00000000000000008767,"Heavy Mineral Sands,Ilmenite,Rutile,Zircon",Republic of Cameroon,CMR
32892,00000000000000009736,Gold,Ghana,GHA
38803,00000000000000009736,Gold,Ghana,GHA
67391,00000000000000009343,"Copper,Gold",Eritrea,ERI
63929,00000000000000009344,Gold,Eritrea,ERI
29947,00000000000000004110,Gold,Canada,CAN
29711,00000000000000009736,Gold,Ghana,GHA
63657,00000000000000009740,Gold,Ghana,GHA
64339,00000000000000009736,Gold,Ghana,GHA
61229,00000000000000011097,Bauxite,Kyrgyzstan,KGZ
29626,00000000000000010845,Gold,Kazakhstan,KAZ
81703,00000000000000010846,"Tungsten,Molybdenum,Bismuth,Gold,Silver",Kazakhstan,KAZ
29676,00000000000000010847,Gold,Kazakhstan,KAZ
57381,00000000000000011098,Gold,Kyrgyzstan,KGZ
67207,00000000000000015335,"Lanthanides,Thorium,Scandium,U3O8,Niobium,Iron Ore,Magnetite",Turkey,TUR
35039,00000000000000013983,"Copper,Molybdenum,Gold,Silver,Rhenium",Russian Federation,RUS
33454,00000000000000011099,"Gold,Silver",Kyrgyzstan,KGZ
38738,00000000000000015336,Gold,Turkey,TUR
60895,00000000000000011100,"Gold,Copper,Silver",Kyrgyzstan,KGZ
69931,00000000000000013972,Coal,Russian Federation,RUS
34934,00000000000000017441,U3O8,Uzbekistan,UZB
30303,00000000000000017442,Silver,Uzbekistan,UZB
28811,00000000000000010838,"Copper,Molybdenum,Gold,Silver",Kazakhstan,KAZ
79434,00000000000000010838,"Copper,Molybdenum",Kazakhstan,KAZ
54562,00000000000000015337,"Gold,Copper,Zinc,Lead,Silver,Molybdenum",Turkey,TUR
61232,00000000000000011101,"Lanthanides,Lead,Zinc,Yttrium",Kyrgyzstan,KGZ
53216,00000000000000009736,Gold,Ghana,GHA
29845,00000000000000015087,Gold,Sweden,SWE
31423,00000000000000009741,Diamonds,Ghana,GHA
65890,00000000000000004111,Gold,Canada,CAN
30119,00000000000000004060,"Gold,Zinc",Canada,CAN
61933,00000000000000004060,Gold,Canada,CAN
31197,00000000000000009742,Gold,Ghana,GHA
36806,00000000000000010848,Gold,Kazakhstan,KAZ
57030,00000000000000010849,"Zinc,Lead,Tin,Silver",Kazakhstan,KAZ
56954,00000000000000014837,Bauxite,Saudi Arabia,SAU
64625,00000000000000013120,"Copper,Gold,Zinc,Silver",Oman,OMN
37712,00000000000000017559,"Copper,Nickel",Republic of Yemen,YEM
30422,00000000000000017560,Gold,Republic of Yemen,YEM
60140,00000000000000014838,Phosphate,Saudi Arabia,SAU
65502,00000000000000014839,"Gold,Zinc,Silver,Copper",Saudi Arabia,SAU
37811,00000000000000014840,"Zinc,Copper,Gold,Silver",Saudi Arabia,SAU
53947,00000000000000017561,"Nickel,Copper,Platinum,Palladium,Rhodium,Gold,Cobalt",Republic of Yemen,YEM
68294,00000000000000013121,Chromite,Oman,OMN
78951,00000000000000013745,"Copper,Gold,Zinc,Silver,Lead,Molybdenum",Papua New Guinea,PNG
49931,00000000000000010801,Phosphate,Jordan,JOR
70857,00000000000000011492,"Copper,Molybdenum,Gold,Zinc,Lead,Silver",Mexico,MEX
69556,00000000000000010444,Chromite,India,IND
56308,00000000000000015819,U3O8,United States,USA
38711,00000000000000012297,Copper,Mongolia,MNG
55967,00000000000000012298,U3O8,Mongolia,MNG
30332,00000000000000012141,Gold,Mali,MLI
40749,00000000000000010850,"Lead,Silver",Kazakhstan,KAZ
50224,00000000000000011398,Gold,Madagascar,MDG
26487,00000000000000014841,"Gold,Zinc,Copper,Silver",Saudi Arabia,SAU
25517,00000000000000015799,"Gold,Silver",United States,USA
78569,00000000000000011493,Gold,Mexico,MEX
30249,00000000000000011490,"Silver,Gold,Copper",Mexico,MEX
60951,00000000000000011494,"Silver,Gold,Copper,Lead,Zinc",Mexico,MEX
55436,00000000000000004112,Gold,Canada,CAN
56392,00000000000000015333,"Copper,Gold,Kaolin",Turkey,TUR
69169,00000000000000013984,Coal,Russian Federation,RUS
36097,00000000000000007160,"Copper,Iron Ore",China,CHN
56666,00000000000000007161,"Copper,Gold,Silver",China,CHN
60997,00000000000000015820,"Iron Ore,Iron Sand",United States,USA
64074,00000000000000015821,Gold,United States,USA
24451,00000000000000015816,"Gold,Silver",United States,USA
57900,00000000000000011494,"Copper,Zinc,Lead,Gold,Silver",Mexico,MEX
